"seg_id","oci","street","street_from","street_to","seg_length_ft","seg_width_ft","func_class","pvm_class","area_sq_ft","oci_desc","oci_wt"
"SS-006849",31.07,"CERVANTES AV","S 50TH ST","S EUCLID AV",665.3154,36,"Collector","AC Improved",23951.3544,"Poor",744168.581208
"SS-030176",57,"BULLOCK DR","GALLEGOS TR","DUARTE PL",559,40,"Collector","AC Improved",22360,"Fair",1274520
"SS-011782",57,"GALLEGOS TR","HAUSER ST","BULLOCK DR",195,36,"Residential","AC Improved",7020,"Fair",400140
"SS-004412",57,"BLANFORD ST","BULLOCK DR","CRABTREE ST",270,36,"Residential","AC Improved",9720,"Fair",554040
"SS-012716",81.47,"GREYCOURT AV","S 58TH ST","GREYCOURT WY",282.0993,40,"Residential","AC Improved",11283.972,"Good",919305.19884
"SS-021130",69,"PARADISE CREST VIEW WY","GILMARTIN DR","PLAZA CREST RIDGE RD",261,36,"Residential","AC Improved",9396,"Fair",648324
"SS-021693",69,"PETAL DR","PLAZA BL","MC HANEY CT",164,36,"Residential","AC Improved",5904,"Fair",407376
"SS-029117",73.8,"WYCONDA WY","WYCONDA LN","MAGNUS WY",353.9938,36,"Residential","AC Improved",12743.7768,"Good",940490.72784
"SS-004155",31.26,"BETA ST","BEGIN","S 41ST ST",478.475,40,"Residential","AC Improved",19139,"Poor",598285.14
"SS-012153",57,"GINSBERG CT","BEGIN","ELSBERRY ST",147,36,"Residential","AC Improved",5292,"Fair",301644
"SS-010275",57,"ELSBERRY ST","DILLARD ST","FORSBERG CT",345,36,"Residential","AC Improved",12420,"Fair",707940
"SS-029521",45.73,"S 43RD ST","BETA ST","GAMMA ST",290.0729,56,"Collector","AC Improved",16244.0824,"Fair",742841.888152
"SS-021136",39,"PARADISE HILLS RD","MESA BROOK ST","S WOODMAN ST",203.8552,40,"Major","AC Improved",8154.208,"Poor",318014.112
"SS-025057",45.23,"SIVA ST","BEGIN","MAIN ST",194.2628,40,"Residential","AC Improved",7770.512,"Fair",351460.25776
"SS-012143",69,"GILMARTIN DR","JOUGLARD ST","PLAZA RIDGE RD",338,40,"Residential","AC Improved",13520,"Fair",932880
"SS-014610",20.96,"JESTER ST","JOUGLARD ST","PARADISE VALLEY RD",393.114,40,"Residential","PCC Jointed Concrete",15724.56,"Poor",329586.7776
"SS-009072",39,"DELTA ST","S 39TH ST","S 40TH ST",659.0224,52,"Residential","AC Improved",34269.1648,"Poor",1336497.4272
"SS-027964",39,"VIEWPOINT DR","HOMESITE DR","VIEWPOINT CT",291.359,40,"Residential","AC Improved",11654.36,"Poor",454520.04
"SS-021952",75.6,"PLAZA RIDGE RD","GILMARTIN DR","END",280,30,"Residential","AC Improved",8400,"Good",635040
"SS-021158",51.16,"PARADISE VALLEY RD","POTOMAC ST","S WOODMAN ST",766.647,72,"Major","AC Improved",55198.584,"Fair",2823959.55744
"SS-017255",100,"MAIN ST","THOR ST","UNA ST",663.1418,56,"Collector","AC Improved",37135.9408,"Good",3713594.08
"SS-020392",84.1,"OLAMAR WY","NILO WY","SHADEWOOD LN",290.049,32,"Residential","AC Improved",9281.568,"Good",780579.8688
"SS-002214",41.84,"ALSACIA ST","SPRING OAK WY","GROVE VIEW RD",261.3751,40,"Residential","AC Improved",10455.004,"Fair",437437.36736
"SS-028550",46.33,"WESTBROOK AV","SEABROOK LN","ANTOINE DR",197.6319,40,"Residential","AC Improved",7905.276,"Fair",366251.43708
"SS-012401",59.47,"GOODE ST","GROVE VIEW RD","BIGNELL DR",1344.6118,40,"Collector","AC Improved",53784.472,"Fair",3198562.54984
"SS-019920",64.32,"NILO WY","OLAMAR WY","WESTBROOK AV",953.304,32,"Residential","AC Improved",30505.728,"Fair",1962128.42496
"SS-020724",79.3,"OSBORN ST","BIRCH ST","COTTONWOOD ST",475.0516,40,"Residential","AC Improved",19002.064,"Good",1506863.6752
"SS-017532",41.7,"MARINE VIEW AV","I-5 NB ON RA","ANTHONY DR",659.1738,52,"Residential","PCC Jointed Concrete",34277.0376,"Fair",1429352.46792
"SS-011646",51,"FUJI ST","JAMIE AV","LEIGHTON CT",1385,36,"Residential","AC Improved",49860,"Fair",2542860
"SS-002235",77.57,"ALTA VIEW DR","POTOMAC ST","ALTA CT",273.0752,40,"Collector","AC Improved",10923.008,"Good",847297.73056
"SS-009277",51,"DIVISION ST","ANTHONY DR","S 40TH ST",306.7849,25,"Major","AC Improved",7669.6225,"Fair",391150.7475
"SS-030357",44.07,"WESTBROOK AV","SHERBROOKE ST","OLAMAR WY",258.4033,40,"Residential","AC Improved",10336.132,"Fair",455513.33724
"SS-003595",39.1,"BARNEY ST","LATROBE CR","ALSACIA ST",268.4248,36,"Residential","AC Improved",9663.2928,"Poor",377834.74848
"SS-009067",57,"DELOS ST","GUNZAN ST","ALSACIA ST",162,36,"Residential","AC Improved",5832,"Fair",332424
"SS-008888",53.2,"DEERHURST CT","DEERHURST WY","END",210.1617,30,"Residential","AC Improved",6304.851,"Fair",335418.0732
"SS-008889",53.14,"DEERHURST CT","BEGIN","DEERHURST WY",151.1808,30,"Collector","AC Improved",4535.424,"Fair",241012.43136
"SS-004860",85.54,"BRIARWOOD RD","GOODE ST","ALTA VIEW DR",684,64,"Residential","AC Improved",43776,"Good",3744599.04
"SS-022291",51,"POTOMAC ST","CALLE CHANATE","HAYWARD WY",848.722,68,"Collector","AC Improved",57713.096,"Fair",2943367.896
"SS-026623",59.71,"TOOMA ST","FULHAM WY","GOODE ST",392.3538,40,"Residential","AC Improved",15694.152,"Fair",937097.81592
"SS-002221",43.83,"ALSACIA ST","RITVA PL","S WOODMAN ST",925.9227,60,"Collector","AC Improved",55555.362,"Fair",2434991.51646
"SS-002026",68.22,"ALBERQUE CT","ALTAMONT DR","END",195.7575,30,"Residential","AC Improved",5872.725,"Fair",400637.2995
"SS-002282",82.13,"ALTAMONT DR","WESTPORT ST","ALBERQUE CT",406.6157,36,"Residential","AC Improved",14638.1652,"Good",1202232.507876
"SS-026626",58.38,"TOOMA ST","RAMFOS PL","EDENBRIDGE LN",491.3213,64,"Residential","AC Improved",31444.5632,"Fair",1835733.599616
"SS-006597",46.22,"CASEY ST","TOOMA ST","ATTLEBOROUGH CT",527.3755,40,"Collector","AC Improved",21095.02,"Fair",975011.8244
"SS-022659",39,"RAMFOS PL","QUEBEC CT","PARIS WY",246.5877,40,"Residential","AC Improved",9863.508,"Poor",384676.812
"SS-022294",44.11,"POTOMAC ST","CALLE SERENA","CALLE TREPADORA",234.5905,40,"Collector","AC Improved",9383.62,"Fair",413911.4782
"SS-028326",75.6,"WATTLE DR","S WOODMAN ST","BECKINGTON WY",296.0437,52,"Residential","AC Improved",15394.2724,"Good",1163806.99344
"SS-006599",47.66,"CASEY ST","WATTLE DR","APPIAN DR",548.1017,40,"Residential","AC Improved",21924.068,"Fair",1044901.08088
"SS-002242",48.96,"ALTA VIEW DR","ALSACIA ST","PARIS WY",1208.1496,38,"Collector","AC Improved",45909.6848,"Fair",2247738.167808
"SS-005618",100,"CALLE SERENA","SCHUYLER ST","ALBEMARLE ST",298.5702,40,"Collector","AC Improved",11942.808,"Good",1194280.8
"SS-024479",26.41,"SCHUYLER ST","RANCHO DR","WESTPORT ST",366.5092,30,"Residential","AC Improved",10995.276,"Poor",290385.23916
"SS-024590",69,"SEA BREEZE DR","SCHUYLER ST","ALBEMARLE ST",333.9581,30,"Residential","AC Improved",10018.743,"Fair",691293.267
"SS-001835",85.76,"AEGEAN DR","AEGEAN PL","SIMI PL",173.2167,40,"Residential","AC Improved",6928.668,"Good",594202.56768
"SS-008435",86.83,"CUMBERLAND ST","CALLE TREPADORA","CALLE QUEBRADA",382.4047,40,"Collector","AC Improved",15296.188,"Good",1328168.00404
"SS-009575",64.6,"DUSK DR","PERTH PL","KEEN DR",297.433,40,"Collector","AC Improved",11897.32,"Fair",768566.872
"SS-005432",56.07,"CALLE AGUADULCE","CUMBERLAND ST","CALLE TOCON",291.8784,36,"Residential","AC Improved",10507.6224,"Fair",589162.387968
"SS-011216",69,"FLINTRIDGE DR","GABLES ST","ALBEMARLE ST",328.4586,30,"Residential","AC Improved",9853.758,"Fair",679909.302
"SS-005537",39,"CALLE GAVIOTA","CUMBERLAND ST","EDGEWATER ST",362.802,36,"Residential","AC Improved",13060.872,"Poor",509374.008
"SS-002245",56.09,"ALTA VIEW DR","PARKSIDE AV","S WOODMAN ST",711.0416,60,"Major","AC Improved",42662.496,"Fair",2392939.40064
"SS-019087",51,"MORNINGSIDE ST","ALBEMARLE ST","MIDWICK ST",326.8086,30,"Residential","AC Improved",9804.258,"Fair",500017.158
"SS-009904",57,"EDGEWATER ST","SEA BREEZE DR","CALLE GAVIOTA",494.0061,30,"Residential","AC Improved",14820.183,"Fair",844750.431
"SS-024593",39,"SEA BREEZE DR","CUMBERLAND ST","EDGEWATER ST",321.3098,30,"Residential","AC Improved",9639.294,"Poor",375932.466
"SS-005538",51,"CALLE GAVIOTA","EDGEWATER ST","WINCHESTER ST",332.6741,36,"Residential","AC Improved",11976.2676,"Fair",610789.6476
"SS-019088",39,"MORNINGSIDE ST","MIDWICK ST","CUMBERLAND ST",335.2194,30,"Residential","AC Improved",10056.582,"Poor",392206.698
"SS-024594",51,"SEA BREEZE DR","EDGEWATER ST","WINCHESTER ST",331.5087,30,"Residential","AC Improved",9945.261,"Fair",507208.311
"SS-021335",39,"PARTHENON DR","PINECONE LN","OMEGA DR",163.9329,30,"Residential","AC Improved",4917.987,"Poor",191801.493
"SS-002161",27.38,"ALLEW WY","BEGIN","GARBER AV",333.3916,30,"Residential","AC Improved",10001.748,"Poor",273847.86024
"SS-015025",34.98,"KEEN DR","DISSINGER AV","HUTTON AV",272.156,40,"Residential","AC Improved",10886.24,"Poor",380800.6752
"SS-024849",69,"SHAW ST","RACHAEL AV","HOPKINS ST",671.8579,30,"Residential","AC Improved",20155.737,"Fair",1390745.853
"SS-022573",54.1,"RACHAEL AV","CUMBERLAND ST","SHAW ST",337.1705,20,"Collector","AC Improved",6743.41,"Fair",364818.481
"SS-009251",31.5,"DISSINGER AV","RHOADES RD","BEATRICE ST",477.0967,40,"Residential","AC Improved",19083.868,"Poor",601141.842
"SS-027302",39,"UTICA CT","UTICA DR","END",162.2251,30,"Residential","AC Improved",4866.753,"Poor",189803.367
"SS-003819",44.05,"BEATRICE ST","DISSINGER AV","BEATRICE CT",268.4788,36,"Residential","AC Improved",9665.2368,"Fair",425753.68104
"SS-003817",55,"BEATRICE CT","BEGIN","BEATRICE ST",103,30,"Residential","AC Improved",3090,"Fair",169950
"SS-013684",33.35,"HOMEDALE ST","SEASCAPE DR","RANCHO HILLS DR",752.5631,40,"Collector","AC Improved",30102.524,"Poor",1003919.1754
"SS-015026",41.29,"KEEN DR","HUTTON AV","LOCKFORD AV",626.1392,40,"Residential","AC Improved",25045.568,"Fair",1034131.50272
"SS-023059",69,"REO DR","RANCHO HILLS DR","BANBURY ST",631,65,"Collector","AC Improved",41015,"Fair",2830035
"SS-004477",39,"BLUERIDGE ST","RACHAEL AV","HOPKINS ST",544.8636,36,"Residential","AC Improved",19615.0896,"Poor",764988.4944
"SS-011827",61.12,"GARBER AV","OVAL DR","HEDGES WY",808.9899,40,"Residential","AC Improved",32359.596,"Fair",1977818.50752
"SS-023119",40.34,"RHOADES RD","DISSINGER AV","GARBER AV",1263.5212,40,"Residential","AC Improved",50540.848,"Fair",2038817.80832
"SS-010217",58.8,"ELM AV","SATURN BL","RAEDEL DR",711.0978,40,"Residential","AC Improved",28443.912,"Fair",1672502.0256
"SS-011830",81.69,"GARBER AV","PARKSIDE AV","ANALIESE WY",295.7323,40,"Residential","AC Improved",11829.292,"Good",966334.86348
"SS-023860",72.31,"SABINA DR","PARKSIDE AV","END",263.6002,30,"Residential","AC Improved",7908.006,"Good",571827.91386
"SS-002672",57,"ARES WY","MANOS DR","END",480.9939,30,"Residential","AC Improved",14429.817,"Fair",822499.569
"SS-019096",25.11,"MORNINGSIDE ST","CALLE CASAS BONITAS","SEDGEWICK ST",252.5173,36,"Local","AC Improved",9090.6228,"Poor",228265.538508
"SS-024716",39,"SEDGEWICK ST","CALLE CUMBRE","MORNINGSIDE ST",318.2266,36,"Residential","AC Improved",11456.1576,"Poor",446790.1464
"SS-005473",39,"CALLE CUMBRE","BEGIN","SEDGEWICK ST",142.8635,36,"Residential","AC Improved",5143.086,"Poor",200580.354
"SS-027531",55.48,"VERUS ST","BEGIN","ALAMITOS AV",677.8249,44,"Residential","AC Improved",29824.2956,"Fair",1654651.919888
"SS-021034",33.29,"PALM (SB) AV","REEF DR","BEYER WY",472.4666,72,"Major","AC Improved",34017.5952,"Poor",1132445.744208
"SS-009055",73.16,"DELCARDO AV","LEMONSEED DR","KOSTNER DR",185.0243,40,"Residential","AC Improved",7400.972,"Good",541455.11152
"SS-012425",35.81,"GOULD LN","DESTY ST","END",222.0089,30,"Residential","AC Improved",6660.267,"Poor",238504.16127
"SS-007191",49.02,"CHURRITUCK DR","PALM (SB) AV","ALONQUIN WY",180.0111,40,"Local","AC Improved",7200.444,"Fair",352965.76488
"SS-002200",87.34,"ALONQUIN WY","SAUGERTIES AV","RUTHUPHAM AV",219.0367,36,"Local","AC Improved",7885.3212,"Good",688703.953608
"SS-012748",60,"GRISSOM ST","PALM (SB) AV","NARWHAL ST",175,36,"Local","AC Improved",6300,"Fair",378000
"SS-000439",85.98,"18TH ST","PALM (SB) AV","DAHLIA (SB) AV",340.0059,36,"Residential","AC Improved",12240.2124,"Good",1052413.462152
"SS-024390",78.79,"SATURN BL","PALM (SB) AV","AVNDA DEL MEXICO",347.1838,44,"Major","AC Improved",15276.0872,"Good",1203602.910488
"SS-007515",42.02,"COLEMAN AV","TWINING AV","COLEMAN CT",199.0024,30,"Residential","AC Improved",5970.072,"Fair",250862.42544
"SS-017829",31.91,"MC BURNEY CT","DESTY ST","END",326.1059,30,"Residential","AC Improved",9783.177,"Poor",312181.17807
"SS-003572",72.6,"BARDSLEY CT","BEGIN","CAMBERLEY CT",97,30,"Residential","AC Improved",2910,"Good",211266
"SS-000406",38.09,"16TH (SB) ST","DAHLIA (SB) AV","DONAX AV",330.0136,28,"Residential","AC Improved",9240.3808,"Poor",351966.104672
"SS-009334",75,"DONAX AV","HARWOOD ST","16TH (SB) ST",196,40,"Residential","AC Unimproved",7840,"Good",588000
"SS-000440",100,"18TH ST","DAHLIA (SB) AV","DONAX AV",327.0245,36,"Residential","AC Improved",11772.882,"Good",1177288.2
"SS-009337",45.56,"DONAX AV","18TH ST","SATURN BL",661.0121,40,"Residential","AC Improved",26440.484,"Fair",1204628.45104
"SS-025054",82.3,"SIRRAH ST","HARRIS AV","24TH (SB) ST",157.8257,20,"Local","AC Unimproved",3156.514,"Good",259781.1022
"SS-000371",31.22,"14TH (SB) ST","DONAX AV","ELM AV",582.0548,36,"Residential","AC Improved",20953.9728,"Poor",654183.030816
"SS-010210",77.2,"ELM AV","15TH (SB) ST","HARWOOD ST",252.0716,28,"Residential","AC Improved",7058.0048,"Good",544877.97056
"SS-010211",62.45,"ELM AV","HARWOOD ST","16TH (SB) ST",222.9628,28,"Residential","AC Improved",6242.9584,"Fair",389872.75208
"SS-023854",85.07,"RUTHUPHAM AV","ALONQUIN WY","SCHIRRA ST",1022.9718,36,"Local","AC Improved",36826.9848,"Good",3132871.596936
"SS-019665",52.51,"NARWHAL ST","GRISSOM ST","SCHIRRA ST",1189.7815,36,"Local","AC Improved",42832.134,"Fair",2249115.35634
"SS-013098",42.45,"HARRIS AV","SIRRAH ST","ELM AV",479.3618,40,"Residential","AC Improved",19174.472,"Fair",813956.3364
"SS-030332",81.08,"TWINING AV","COLDWELL LN","DAVES WY",254.0021,40,"Prime","AC Improved",10160.084,"Good",823779.61072
"SS-005372",55.45,"CALEB CT","VIA TONGA","END",168,30,"Local","AC Improved",5040,"Fair",279468
"SS-006727",56.75,"CAULFIELD DR","DRACMA DR","MADDEN AV",296.0631,40,"Local","AC Improved",11842.524,"Fair",672063.237
"SS-022849",60.49,"RED PINE DR","SHADY ELM PL","RED PINE CT",254.5714,32,"Local","AC Improved",8146.2848,"Fair",492768.767552
"SS-006732",63.69,"CAULFIELD DR","CUNARD ST","BURWOOD PL",899.2763,36,"Local","AC Improved",32373.9468,"Fair",2061896.671692
"SS-000410",53.13,"16TH (SB) ST","EVERGREEN AV","ELDER AV",360.2346,35,"Residential","AC Improved",12608.211,"Fair",669874.25043
"SS-026362",59,"THERMAL AV","EVERGREEN AV","ELDER AV",374.0333,40,"Prime","AC Improved",14961.332,"Fair",882718.588
"SS-022616",84.12,"RAEDEL DR","RAEDEL CT","DUNNING CR",300.9098,40,"Residential","AC Improved",12036.392,"Good",1012501.29504
"SS-011048",86.1,"FERN AV","16TH (SB) ST","THALIA ST",256.0001,36,"Residential","AC Improved",9216.0036,"Good",793497.90996
"SS-021764",85.38,"PICCARD AV","DARWIN AV","KIMSUE WY",259.8692,40,"Prime","AC Improved",10394.768,"Good",887505.29184
"SS-002574",80.12,"AQUA PARK ST","AQUA PARK CT","JUST ST",273.0074,36,"Residential","AC Improved",9828.2664,"Good",787440.703968
"SS-008693",42.65,"DANOBER DR","KIMSUE WY","ENERO WY",678.395,36,"Residential","AC Improved",24422.22,"Fair",1041607.683
"SS-026755",51,"TRADEWIND AV","HALLEY ST","HERMES ST",456.7995,36,"Residential","AC Improved",16444.782,"Fair",838683.882
"SS-013379",39.07,"HERMES CT","BEGIN","HERMES LN",166.5115,30,"Residential","AC Improved",4995.345,"Poor",195168.12915
"SS-013384",87.11,"HERMES ST","TRITON AV","TRADEWIND AV",315.9423,40,"Residential","AC Improved",12637.692,"Good",1100869.35012
"SS-013649",52.67,"HOLLISTER ST","JUDITH AV","HEMLOCK AV",259.031,64,"Collector","AC Improved",16577.984,"Fair",873162.41728
"SS-026854",100,"TRITON AV","HERMES ST","IONIAN ST",379.4007,36,"Residential","AC Improved",13658.4252,"Good",1365842.52
"SS-025000",38.56,"SIGNAL AV","HERMES ST","IONIAN ST",248.0018,36,"Residential","AC Improved",8928.0648,"Poor",344266.178688
"SS-017732",48.52,"MARZO ST","AGOSTO ST","DEL SUR BL",622.3603,36,"Residential","AC Improved",22404.9708,"Fair",1087089.183216
"SS-015285",39,"KIWI ST","BEGIN","FINCH LN",177.1016,40,"Residential","AC Improved",7084.064,"Poor",276278.496
"SS-030684",57,"SEA LAVENDER WY","FATHOM CT","BLACK CORAL WY",261.0729,30,"Residential","AC Improved",7832.187,"Fair",446434.659
"SS-004420",50.9,"BLERIOT AV","FOSS ST","LINDBERGH ST",345.8787,30,"Residential","AC Improved",10376.361,"Fair",528156.7749
"SS-022315",80.55,"POWDERHORN DR","MURRIETA CR","MURRIETA CR",650.7821,36,"Residential","AC Improved",23428.1556,"Good",1887137.93358
"SS-030690",69,"BLACK CORAL WY","ISLAND BREEZE LN","DAYSAILOR CT",280.7844,36,"Residential","AC Improved",10108.2384,"Fair",697468.4496
"SS-017062",61.01,"MABUHAY WY","WAILEA WY","LEILANI WY",496.0363,36,"Residential","AC Improved",17857.3068,"Fair",1089474.287868
"SS-023147",85.83,"RICKENBACKER AV","CHANUTE ST","BYRD ST",209.0597,30,"Residential","AC Improved",6271.791,"Good",538307.82153
"SS-021030",100,"PALM (SB) AV","MANNING WY","BEEJAY DR",294.5612,78,"Major","AC Improved",22975.7736,"Good",2297577.36
"SS-021032",85.18,"PALM (SB) AV","BEYER BL","WAILEA WY",712.18,64,"Major","AC Improved",45579.52,"Good",3882463.5136
"SS-024612",57,"SEA REEF DR","BEGIN","STARFISH WY",396.5867,36,"Residential","AC Improved",14277.1212,"Fair",813795.9084
"SS-026363",67,"THERMAL AV","ELDER AV","VIA AFABLE",254.0966,40,"Prime","AC Improved",10163.864,"Fair",680978.888
"SS-027546",78.23,"VIA AFABLE","BEGIN","AMACAYO CT",220.111,36,"Residential","AC Improved",7923.996,"Good",619894.20708
"SS-007984",70.8,"CORONADO (SB) AV","CAM ALETA","BEYER WY",196,52,"Residential","AC Improved",10192,"Good",721593.6
"SS-025750",57,"STU CT","BEGIN","KOSTNER DR",235.019,30,"Residential","AC Improved",7050.57,"Fair",401882.49
"SS-000549",60.35,"27TH (SB) ST","CAULFIELD DR","FLAX CT",610.0006,40,"Residential","AC Improved",24400.024,"Fair",1472541.4484
"SS-011860",50.24,"GARLAND DR","CAULFIELD DR","FLAX DR",624.7569,40,"Local","AC Improved",24990.276,"Fair",1255511.46624
"SS-011201",77.8,"FLAX DR","GARLAND DR","DRACMA DR",264.0172,36,"Local","AC Improved",9504.6192,"Good",739459.37376
"SS-017089",49.43,"MADDEN AV","CAULFIELD DR","FLAX DR",737.2502,40,"Local","AC Improved",29490.008,"Fair",1457691.09544
"SS-021703",76.68,"PETERLYNN DR","DARWIN AV","KIMSUE WY",269.0165,36,"Residential","AC Improved",9684.594,"Good",742614.66792
"SS-015237",87.67,"KIMSUE WY","PICCARD AV","KENALAN DR",336.4818,36,"Residential","AC Improved",12113.3448,"Good",1061976.938616
"SS-015240",100,"KIMSUE WY","KENALAN DR","DAWNELL DR",250.0498,36,"Residential","AC Improved",9001.7928,"Good",900179.28
"SS-024803",39,"SEWELL AV","LAURISTON DR","MADDEN AV",172.7837,36,"Residential","AC Improved",6220.2132,"Poor",242588.3148
"SS-024804",39,"SEWELL AV","PAXTON DR","LAURISTON DR",317.0253,36,"Residential","AC Improved",11412.9108,"Poor",445103.5212
"SS-006748",18.25,"CEDAR GLEN WY","PINE GLEN WY","PICADOR BL",376.2878,30,"Residential","AC Improved",11288.634,"Poor",206017.5705
"SS-005678",57,"CAM ALETA","CAM DONAIRE","CORONADO (SB) AV",1116,26,"Residential","AC Improved",29016,"Fair",1653912
"SS-030213",51,"FIRETHORN ST","HYDRANGEA CT","CRANBERRY CT",270.2667,40,"Residential","AC Improved",10810.668,"Fair",551344.068
"SS-008182",100,"CRANBERRY CT","FIRETHORN ST","END",85.2117,50,"Residential","AC Improved",4260.585,"Good",426058.5
"SS-026345",79.05,"THALIA ST","CORONADO (SB) AV","FERN AV",659.019,36,"Residential","AC Improved",23724.684,"Good",1875436.2702
"SS-021649",40.84,"PEQUENA ST","MARZO ST","END",311.9921,30,"Residential","AC Improved",9359.763,"Fair",382252.72092
"SS-015082",55,"KENALAN DR","MARZO ST","END",349,30,"Residential","AC Improved",10470,"Fair",575850
"SS-024383",51,"SATELLITE BL","THERMAL AV","ARKLOW PL",251.032,64,"Prime","AC Improved",16066.048,"Fair",819368.448
"SS-024385",39,"SATELLITE BL","STANDLAKE ST","SATURN BL",317.0249,64,"Prime","AC Improved",20289.5936,"Poor",791294.1504
"SS-014222",100,"IRIS AV","MONTEREY PARK DR","HOWARD (SB) AV",1039.0874,40,"Prime","AC Improved",41563.496,"Good",4156349.6
"SS-018882",79.26,"MONTEREY PARK DR","IRIS AV","VILLAGE PINE DR",358.314,40,"Residential","AC Improved",14332.56,"Good",1135998.7056
"SS-022584",55.31,"RADAR RD","FLIGHTPATH WY","END",316.057,44,"Residential","AC Improved",13906.508,"Fair",769168.95748
"SS-017469",36.43,"MARCONI CT","BEGIN","MARCONI DR",597.0077,52,"Residential","AC Improved",31044.4004,"Poor",1130947.506572
"SS-018885",36.07,"MONTEREY PINE DR","TERRACE PINE DR","VILLAGE PINE DR",288.5735,40,"Residential","AC Improved",11542.94,"Poor",416353.8458
"SS-026128",65.23,"TAMARAND WY","THERMAL AV","STANDLAKE ST",1166.0617,36,"Residential","AC Improved",41978.2212,"Fair",2738239.368876
"SS-018886",69.23,"MONTEREY PINE DR","VILLAGE PINE DR","END",96.3378,40,"Residential","AC Improved",3853.512,"Fair",266778.63576
"SS-024944",80.31,"SHOOTING STAR DR","CAITHNESS DR","LITTLE DIPPER WY",284.8492,36,"Residential","AC Improved",10254.5712,"Good",823544.613072
"SS-016311",73.36,"LEON AV","STANDLAKE ST","SATURN BL",137.0455,42,"Residential","AC Improved",5755.911,"Good",422253.63096
