GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US06073008310,06073008310,"Census Tract 83.10, San Diego County, California",5670,480
1400000US06073008311,06073008311,"Census Tract 83.11, San Diego County, California",2976,261
1400000US06073008312,06073008312,"Census Tract 83.12, San Diego County, California",3798,317
1400000US06073008313,06073008313,"Census Tract 83.13, San Diego County, California",2148,170
1400000US06073008324,06073008324,"Census Tract 83.24, San Diego County, California",6962,421
1400000US06073008327,06073008327,"Census Tract 83.27, San Diego County, California",6129,420
1400000US06073008328,06073008328,"Census Tract 83.28, San Diego County, California",5214,344
1400000US06073008329,06073008329,"Census Tract 83.29, San Diego County, California",6860,478
1400000US06073008330,06073008330,"Census Tract 83.30, San Diego County, California",5815,461
1400000US06073008331,06073008331,"Census Tract 83.31, San Diego County, California",2425,157
1400000US06073008333,06073008333,"Census Tract 83.33, San Diego County, California",14721,1124
1400000US06073008335,06073008335,"Census Tract 83.35, San Diego County, California",11256,582
1400000US06073008336,06073008336,"Census Tract 83.36, San Diego County, California",2250,154
1400000US06073008337,06073008337,"Census Tract 83.37, San Diego County, California",4601,393
1400000US06073008339,06073008339,"Census Tract 83.39, San Diego County, California",2134,242
1400000US06073008340,06073008340,"Census Tract 83.40, San Diego County, California",9045,850
1400000US06073008341,06073008341,"Census Tract 83.41, San Diego County, California",7616,686
1400000US06073008343,06073008343,"Census Tract 83.43, San Diego County, California",5251,327
1400000US06073008344,06073008344,"Census Tract 83.44, San Diego County, California",3391,254
1400000US06073008345,06073008345,"Census Tract 83.45, San Diego County, California",4186,395
1400000US06073008346,06073008346,"Census Tract 83.46, San Diego County, California",5232,328
1400000US06073008347,06073008347,"Census Tract 83.47, San Diego County, California",6675,384
1400000US06073008348,06073008348,"Census Tract 83.48, San Diego County, California",5647,392
1400000US06073008349,06073008349,"Census Tract 83.49, San Diego County, California",3725,301
1400000US06073008350,06073008350,"Census Tract 83.50, San Diego County, California",6104,568
1400000US06073008351,06073008351,"Census Tract 83.51, San Diego County, California",4249,306
1400000US06073008352,06073008352,"Census Tract 83.52, San Diego County, California",3977,638
1400000US06073008353,06073008353,"Census Tract 83.53, San Diego County, California",5115,325
1400000US06073008354,06073008354,"Census Tract 83.54, San Diego County, California",6888,597
1400000US06073008355,06073008355,"Census Tract 83.55, San Diego County, California",3857,311
