,Neighborhood,Unnamed: 0.1.1.1,closed,closed_date,coordinates,duplicate_verified,lat,long,mobile_web_status,open,override_duplicate,requested_datetime,sap_problem_type,service_name,status_description,Duration to Close (Hrs),Neighborhood Prices
88,Barrio Logan,,1.0,2017-05-10 00:03:00,32.70143-117.1498805,1.0,32.70143,-117.1498805,Closed,0.0,0.0,2017-05-02 17:11:00,Pothole,Pothole,Closed,174.86666666666667,0.0
89,Barrio Logan,,1.0,2017-05-10 00:03:00,32.70139666666667-117.1498945,1.0,32.7013966667,-117.1498945,Closed,0.0,0.0,2017-05-02 17:11:00,Pothole,Pothole,Closed,174.86666666666667,0.0
94,,,1.0,2017-05-18 00:02:00,32.73072067651221-117.1696078778404,1.0,32.7307206765,-117.169607878,Closed,0.0,0.0,2017-05-02 13:31:00,Pothole,Pothole,Closed,370.51666666666665,0.0
95,,,1.0,2017-05-18 00:02:00,32.73078442088583-117.169556412955,1.0,32.7307844209,-117.169556413,Closed,0.0,0.0,2017-05-02 13:31:00,Pothole,Pothole,Closed,370.51666666666665,0.0
99,Jamacha-Lomita,,1.0,2017-05-12 00:02:00,32.7124692-117.02475070000003,0.0,32.7124692,-117.0247507,Closed,0.0,0.0,2017-05-02 08:01:00,Pothole,Pothole,Closed,232.01666666666665,0.0
103,Miramar,,1.0,2017-05-18 00:02:00,32.89731609546113-117.12346627039909,1.0,32.8973160955,-117.12346627,Closed,0.0,0.0,2017-05-01 14:28:00,Pothole,Pothole,Closed,393.56666666666666,0.0
123,Barrio Logan,,1.0,2017-05-17 00:02:00,32.68280813177314-117.11259393615722,0.0,32.6828081318,-117.11259393600001,Closed,0.0,0.0,2017-04-29 09:47:00,Pothole,Pothole,Closed,422.25,0.0
125,Point Loma,,1.0,2017-05-04 00:02:00,32.74790479338984-117.2300131526936,1.0,32.747904793400004,-117.23001315299999,Closed,0.0,0.0,2017-04-28 19:39:00,Pothole,Pothole,Closed,124.38333333333334,0.0
126,Point Loma,,1.0,2017-05-04 00:02:00,32.74782063908199-117.2298466880966,1.0,32.7478206391,-117.229846688,Closed,0.0,0.0,2017-04-28 19:38:00,Pothole,Pothole,Closed,124.4,0.0
127,Mission Valley,,1.0,2017-05-04 00:02:00,32.76008905115069-117.1978026157541,1.0,32.7600890512,-117.197802616,Closed,0.0,0.0,2017-04-28 15:54:00,Pothole,Pothole,Closed,128.13333333333333,0.0
128,Mission Beach,,1.0,2017-05-10 00:03:00,32.77825059497748-117.25266251719665,1.0,32.778250595,-117.252662517,Closed,0.0,0.0,2017-04-28 14:58:00,Pothole,Pothole,Closed,273.0833333333333,0.0
132,Miramar,,1.0,2017-05-23 00:03:00,32.889119-117.157484,1.0,32.889119,-117.15748400000001,Closed,0.0,0.0,2017-04-28 13:12:00,Pothole,Pothole,Closed,586.85,0.0
135,Miramar,,1.0,2017-05-23 00:03:00,32.889119-117.157484,0.0,32.889119,-117.15748400000001,Closed,0.0,0.0,2017-04-28 12:52:00,Pothole,Pothole,Closed,587.1833333333333,0.0
139,,,1.0,2017-05-12 00:02:00,32.560195-116.97908100000001,0.0,32.560195,-116.97908100000001,Closed,0.0,0.0,2017-04-27 19:06:00,Pothole,Pothole,Closed,340.93333333333334,0.0
149,Rancho Peñasquitos,,1.0,2017-05-11 00:02:00,32.9801943-117.0931195,1.0,32.9801943,-117.0931195,Closed,0.0,0.0,2017-04-27 16:34:00,Pothole,Pothole,Closed,319.46666666666664,0.0
161,Carmel Mountain Ranch,,1.0,2017-05-05 00:02:00,32.97164738969022-117.08549289627075,1.0,32.971647389699996,-117.085492896,Closed,0.0,0.0,2017-04-27 13:59:00,Pothole,Pothole,Closed,178.05,0.0
171,Stockton,,1.0,2017-05-17 00:02:00,32.71167-117.120609,0.0,32.71167,-117.120609,Closed,0.0,0.0,2017-04-26 16:36:00,Pothole,Pothole,Closed,487.4333333333333,0.0
172,Broadway Heights,,1.0,2017-05-03 00:03:00,32.72973229999999-117.05990859999997,1.0,32.7297323,-117.05990859999999,Closed,0.0,0.0,2017-04-26 16:17:00,Pothole,Pothole,Closed,151.76666666666668,0.0
175,Clairemont,,1.0,2017-05-11 00:02:00,32.83102576061858-117.20149549682008,1.0,32.8310257606,-117.20149549700001,Closed,0.0,0.0,2017-04-26 13:52:00,Pothole,Pothole,Closed,346.16666666666674,0.0
176,,,1.0,2017-05-10 00:03:00,32.566825-117.019397,0.0,32.566825,-117.019397,Closed,0.0,1.0,2017-04-26 13:08:00,Pothole,Pothole,Closed,322.9166666666667,0.0
181,Carmel Mountain Ranch,,1.0,2017-05-23 00:03:00,32.97945452159953-117.0801729022407,1.0,32.9794545216,-117.080172902,Closed,0.0,1.0,2017-04-26 11:09:00,Pothole,Pothole,Closed,636.9,0.0
183,Carmel Mountain Ranch,,1.0,2017-05-11 00:02:00,32.9764486-117.08338559999998,0.0,32.976448600000005,-117.08338559999999,Closed,0.0,1.0,2017-04-26 09:37:00,Pothole,Pothole,Closed,350.41666666666674,0.0
189,Carmel Mountain Ranch,,1.0,2017-05-05 00:02:00,32.970875-117.0864945,1.0,32.970875,-117.0864945,Closed,0.0,0.0,2017-04-25 23:00:00,Pothole,Pothole,Closed,217.03333333333333,0.0
202,Shelltown,,1.0,2017-05-17 00:02:00,32.68506436611776-117.1078464948731,0.0,32.6850643661,-117.107846495,Closed,0.0,0.0,2017-04-25 14:40:00,Pothole,Pothole,Closed,513.3666666666667,0.0
205,Point Loma,,1.0,2017-05-18 00:02:00,32.73098349429459-117.2297727562052,0.0,32.7309834943,-117.229772756,Closed,0.0,0.0,2017-04-25 13:12:00,Pothole,Pothole,Closed,538.8333333333334,0.0
206,Point Loma,,1.0,2017-05-18 00:02:00,32.731595049541056-117.22925275792662,0.0,32.7315950495,-117.22925275799999,Closed,0.0,0.0,2017-04-25 13:00:00,Pothole,Pothole,Closed,539.0333333333333,0.0
207,Carmel Mountain Ranch,,1.0,2017-05-11 00:02:00,32.982183967525714-117.0828840269142,0.0,32.9821839675,-117.082884027,Closed,0.0,0.0,2017-04-25 12:51:00,Pothole,Pothole,Closed,371.1833333333333,0.0
208,Point Loma,,1.0,2017-05-02 00:02:00,32.7160889-117.247003,1.0,32.716088899999995,-117.247003,Closed,0.0,0.0,2017-04-25 11:58:00,Pothole,Pothole,Closed,156.06666666666666,0.0
209,Rancho Peñasquitos,,1.0,2017-05-11 00:02:00,32.98993614090044-117.08515466811191,0.0,32.9899361409,-117.08515466799999,Closed,0.0,0.0,2017-04-25 11:38:00,Pothole,Pothole,Closed,372.4,0.0
214,Miramar,,1.0,2017-05-18 00:02:00,32.8941601-117.11941250000001,1.0,32.8941601,-117.1194125,Closed,0.0,0.0,2017-04-25 10:20:00,Pothole,Pothole,Closed,541.7,0.0
218,Carmel Mountain Ranch,,1.0,2017-05-16 00:03:00,32.979495781694744-117.079935359192,0.0,32.9794957817,-117.07993535899999,Closed,0.0,1.0,2017-04-25 02:57:00,Pothole,Pothole,Closed,501.1,0.0
219,Birdland,,1.0,2017-05-09 00:03:00,32.79509180694147-117.1544585098672,1.0,32.795091806900004,-117.15445851,Closed,0.0,0.0,2017-04-24 14:59:00,Pothole,Pothole,Closed,345.06666666666666,0.0
220,Birdland,,1.0,2017-05-09 00:03:00,32.79507076836451-117.1544439253557,1.0,32.7950707684,-117.154443925,Closed,0.0,0.0,2017-04-24 14:58:00,Pothole,Pothole,Closed,345.08333333333326,0.0
221,Birdland,,1.0,2017-05-09 00:03:00,32.79506133872344-117.1544461884696,1.0,32.7950613387,-117.154446188,Closed,0.0,0.0,2017-04-24 14:58:00,Pothole,Pothole,Closed,345.08333333333326,0.0
222,Birdland,,1.0,2017-05-09 00:03:00,32.79497513084932-117.1544097271908,1.0,32.7949751308,-117.154409727,Closed,0.0,0.0,2017-04-24 14:58:00,Pothole,Pothole,Closed,345.08333333333326,0.0
224,,,1.0,2017-05-04 00:02:00,32.760353-117.197958,1.0,32.760353,-117.19795800000001,Closed,0.0,0.0,2017-04-24 14:15:00,Pothole,Pothole,Closed,225.78333333333333,0.0
225,,,1.0,2017-05-03 00:03:00,32.556273134229315-117.06243689999996,0.0,32.5562731342,-117.0624369,Closed,0.0,0.0,2017-04-24 13:46:00,Pothole,Pothole,Closed,202.28333333333333,0.0
227,Shelltown,,1.0,2017-05-03 00:03:00,32.6889954-117.10244569999997,0.0,32.688995399999996,-117.10244569999999,Closed,0.0,0.0,2017-04-24 13:07:00,Pothole,Pothole,Closed,202.9333333333333,0.0
230,Point Loma,,1.0,2017-05-13 00:02:00,32.7437416-117.23481449999997,0.0,32.7437416,-117.2348145,Closed,0.0,0.0,2017-04-24 11:54:00,Pothole,Pothole,Closed,444.13333333333327,0.0
231,Carmel Mountain Ranch,,1.0,2017-05-11 00:02:00,32.9717412-117.0855598,1.0,32.971741200000004,-117.0855598,Closed,0.0,0.0,2017-04-24 10:31:00,Pothole,Pothole,Closed,397.51666666666665,0.0
234,Jamacha-Lomita,,1.0,2017-05-17 00:02:00,32.71193987159881-117.02551635023195,0.0,32.711939871599995,-117.02551635,Closed,0.0,0.0,2017-04-23 18:33:00,Pothole,Pothole,Closed,557.4833333333332,0.0
236,Downtown,,1.0,2017-05-18 00:02:00,32.7134831-117.15586059999998,1.0,32.7134831,-117.1558606,Closed,0.0,0.0,2017-04-23 17:02:00,Pothole,Pothole,Closed,583.0,0.0
239,Downtown,,1.0,2017-04-25 00:02:00,32.715700420034004-117.16109274095098,0.0,32.71570042,-117.161092741,Closed,0.0,0.0,2017-04-23 13:54:00,Pothole,Pothole,Closed,34.13333333333333,0.0
240,Carmel Mountain Ranch,,1.0,2017-05-23 00:03:00,32.980312-117.077973,0.0,32.980312,-117.077973,Closed,0.0,1.0,2017-04-23 13:13:00,Pothole,Pothole,Closed,706.8333333333335,0.0
243,MIddletown,,1.0,2017-05-13 00:02:00,32.74889274222471-117.1714272410113,1.0,32.7488927422,-117.171427241,Closed,0.0,0.0,2017-04-22 22:37:00,Pothole,Pothole,Closed,481.41666666666674,0.0
245,Mission Valley,,1.0,2017-05-23 00:03:00,32.76268701618385-117.1987129017553,0.0,32.7626870162,-117.19871290200001,Closed,0.0,1.0,2017-04-22 19:29:00,Pothole,Pothole,Closed,724.5666666666667,0.0
290,Point Loma,,1.0,2017-04-27 00:03:00,32.75372096024256-117.21353082580566,1.0,32.7537209602,-117.21353082600001,Closed,0.0,0.0,2017-04-21 23:15:00,Pothole,Pothole,Closed,120.8,0.0
293,Rancho Peñasquitos,,1.0,2017-05-11 00:02:00,32.99416238445136-117.0856299252408,0.0,32.9941623845,-117.085629925,Closed,0.0,0.0,2017-04-21 19:31:00,Pothole,Pothole,Closed,460.51666666666665,0.0
302,Point Loma,,1.0,2017-05-04 00:02:00,32.737273-117.230603,1.0,32.737272999999995,-117.230603,Closed,0.0,0.0,2017-04-21 16:09:00,Pothole,Pothole,Closed,295.8833333333333,0.0
305,,,1.0,2017-05-12 00:02:00,32.56021726491069-116.9419110383514,0.0,32.5602172649,-116.94191103799999,Closed,0.0,0.0,2017-04-21 14:25:00,Pothole,Pothole,Closed,489.61666666666673,0.0
308,Jamacha-Lomita,,1.0,2017-05-12 00:02:00,32.70710300822901-117.0228141832987,0.0,32.7071030082,-117.022814183,Closed,0.0,0.0,2017-04-21 09:42:00,Pothole,Pothole,Closed,494.33333333333326,0.0
318,,,1.0,2017-05-04 00:02:00,32.75993218227449-117.1979693898458,1.0,32.7599321823,-117.19796939,Closed,0.0,0.0,2017-04-20 22:25:00,Pothole,Pothole,Closed,313.6166666666667,0.0
319,Jamacha-Lomita,,1.0,2017-05-17 00:02:00,32.712543-117.03087290000002,1.0,32.712543,-117.0308729,Closed,0.0,0.0,2017-04-20 19:40:00,Pothole,Pothole,Closed,628.3666666666667,0.0
339,Jamacha-Lomita,,1.0,2017-05-17 00:02:00,32.71127030831678-117.0304263398637,0.0,32.7112703083,-117.03042634,Closed,0.0,0.0,2017-04-20 11:43:00,Pothole,Pothole,Closed,636.3166666666667,0.0
342,Miramar,,1.0,2017-04-25 00:03:00,32.89573991143759-117.1349916146886,1.0,32.8957399114,-117.134991615,Closed,0.0,0.0,2017-04-20 10:36:00,Pothole,Pothole,Closed,109.45,0.0
345,Rancho Peñasquitos,,1.0,2017-05-11 00:02:00,32.9793801-117.09310970000001,0.0,32.9793801,-117.09310970000001,Closed,0.0,0.0,2017-04-20 09:41:00,Pothole,Pothole,Closed,494.35,0.0
347,Mission Valley,,1.0,2017-04-21 00:03:00,32.773841-117.1313687,1.0,32.773841,-117.1313687,Closed,0.0,0.0,2017-04-20 08:29:00,Pothole,Pothole,Closed,15.566666666666665,0.0
349,Point Loma,,1.0,2017-05-04 00:02:00,32.74789452555845-117.2300853208799,1.0,32.747894525599996,-117.230085321,Closed,0.0,0.0,2017-04-20 07:49:00,Pothole,Pothole,Closed,328.21666666666664,0.0
355,,,1.0,2017-05-11 00:02:00,32.841266-117.023551,1.0,32.841266,-117.023551,Closed,0.0,0.0,2017-04-20 05:12:00,Pothole,Pothole,Closed,498.83333333333326,0.0
358,Point Loma,,1.0,2017-05-04 00:02:00,32.74806502809265-117.2302167407915,1.0,32.7480650281,-117.230216741,Closed,0.0,0.0,2017-04-19 23:21:00,Pothole,Pothole,Closed,336.68333333333334,0.0
362,Carmel Mountain Ranch,,1.0,2017-05-11 00:02:00,32.9721182-117.08537569999999,0.0,32.9721182,-117.0853757,Closed,0.0,0.0,2017-04-19 19:04:00,Pothole,Pothole,Closed,508.9666666666666,0.0
365,Rancho Peñasquitos,,1.0,2017-05-11 00:02:00,32.98756239007506-117.0861229487854,0.0,32.9875623901,-117.086122949,Closed,0.0,0.0,2017-04-19 17:53:00,Pothole,Pothole,Closed,510.15,0.0
366,,,1.0,2017-05-02 00:02:00,32.74209858740692-117.18233137054443,1.0,32.7420985874,-117.182331371,Closed,0.0,0.0,2017-04-19 17:16:00,Pothole,Pothole,Closed,294.76666666666665,0.0
371,Downtown,,1.0,2017-05-04 00:02:00,32.71364787130869-117.1554893163193,0.0,32.713647871300005,-117.155489316,Closed,0.0,0.0,2017-04-19 15:30:00,Pothole,Pothole,Closed,344.53333333333336,0.0
378,,,1.0,2017-04-27 00:03:00,32.72524666666666-117.2005783333333,1.0,32.7252466667,-117.200578333,Closed,0.0,0.0,2017-04-19 15:13:00,Pothole,Pothole,Closed,176.83333333333337,0.0
382,Shelltown,,1.0,2017-05-10 00:03:00,32.68470784186636-117.1087470465499,0.0,32.6847078419,-117.10874704700001,Closed,0.0,0.0,2017-04-19 14:45:00,Pothole,Pothole,Closed,489.3,0.0
385,Barrio Logan,,1.0,2017-05-03 00:03:00,32.68547797112976-117.1151532513249,0.0,32.6854779711,-117.11515325100001,Closed,0.0,0.0,2017-04-19 14:08:00,Pothole,Pothole,Closed,321.9166666666667,0.0
386,Barrio Logan,,1.0,2017-05-03 00:03:00,32.68666727937077-117.1168463119465,0.0,32.6866672794,-117.116846312,Closed,0.0,0.0,2017-04-19 14:00:00,Pothole,Pothole,Closed,322.05,0.0
387,Barrio Logan,,1.0,2017-05-03 00:03:00,32.68788391261612-117.1186481696713,0.0,32.6878839126,-117.11864817,Closed,0.0,0.0,2017-04-19 13:55:00,Pothole,Pothole,Closed,322.1333333333333,0.0
398,Barrio Logan,,1.0,2017-05-11 00:02:00,32.7023825096271-117.1490525175977,0.0,32.7023825096,-117.14905251799999,Closed,0.0,0.0,2017-04-19 08:56:00,Pothole,Pothole,Closed,519.1,0.0
400,Barrio Logan,,1.0,2017-05-10 00:03:00,32.70141209478741-117.1498828289259,0.0,32.7014120948,-117.14988282899999,Closed,0.0,0.0,2017-04-19 08:38:00,Pothole,Pothole,Closed,495.41666666666674,0.0
403,Downtown,,1.0,2017-05-04 00:02:00,32.71261819999999-117.1528459,0.0,32.712618199999994,-117.1528459,Closed,0.0,0.0,2017-04-19 07:03:00,Pothole,Pothole,Closed,352.9833333333333,0.0
404,Carmel Mountain Ranch,,1.0,2017-05-05 00:02:00,32.9764486-117.08338559999999,0.0,32.976448600000005,-117.08338559999999,Closed,0.0,0.0,2017-04-19 03:11:00,Pothole,Pothole,Closed,380.85,0.0
409,Downtown,,1.0,2017-05-13 00:02:00,32.71357626053348-117.1555903475779,1.0,32.713576260500005,-117.15559034799999,Closed,0.0,0.0,2017-04-18 18:04:00,Pothole,Pothole,Closed,581.9666666666667,0.0
420,Mission Valley,,1.0,2017-04-21 00:03:00,32.76732340097088-117.14749504827829,1.0,32.767323401,-117.147495048,Closed,0.0,0.0,2017-04-18 11:55:00,Pothole,Pothole,Closed,60.13333333333333,0.0
423,Downtown,,1.0,2017-05-04 00:02:00,32.71345126881278-117.15555219573974,0.0,32.7134512688,-117.155552196,Closed,0.0,1.0,2017-04-18 11:31:00,Pothole,Pothole,Closed,372.51666666666665,0.0
441,Mission Bay,,1.0,2017-05-04 00:02:00,32.7647500404325-117.23351360230903,0.0,32.7647500404,-117.233513602,Closed,0.0,1.0,2017-04-17 17:52:00,Pothole,Pothole,Closed,390.16666666666674,0.0
444,Point Loma,,1.0,2017-05-13 00:02:00,32.74969479072163-117.2059075535435,1.0,32.749694790700005,-117.20590755399999,Closed,0.0,0.0,2017-04-17 17:34:00,Pothole,Pothole,Closed,606.4666666666667,0.0
446,Point Loma,,1.0,2017-04-27 00:03:00,32.74770865685562-117.2077150271434,1.0,32.7477086569,-117.207715027,Closed,0.0,0.0,2017-04-17 17:21:00,Pothole,Pothole,Closed,222.7,0.0
447,Point Loma,,1.0,2017-04-27 00:03:00,32.74770765102724-117.2077264265317,1.0,32.747707651,-117.20772642700001,Closed,0.0,0.0,2017-04-17 17:20:00,Pothole,Pothole,Closed,222.71666666666667,0.0
448,Point Loma,,1.0,2017-04-27 00:03:00,32.74777332323859-117.2077867762346,0.0,32.7477733232,-117.207786776,Closed,0.0,0.0,2017-04-17 17:19:00,Pothole,Pothole,Closed,222.7333333333333,0.0
449,Rancho Peñasquitos,,1.0,2017-05-05 00:02:00,32.9650002-117.11904609999999,1.0,32.9650002,-117.11904609999999,Closed,0.0,0.0,2017-04-17 17:09:00,Pothole,Pothole,Closed,414.88333333333327,0.0
456,,,1.0,2017-04-26 00:03:00,32.847365-117.202796,1.0,32.847365,-117.20279599999999,Closed,0.0,0.0,2017-04-17 15:07:00,Pothole,Pothole,Closed,200.9333333333333,0.0
459,Point Loma,,1.0,2017-05-04 00:02:00,32.74373333333333-117.234895,0.0,32.7437333333,-117.234895,Closed,0.0,0.0,2017-04-17 14:50:00,Pothole,Pothole,Closed,393.2,0.0
462,,,1.0,2017-04-26 00:03:00,32.893389036931715-117.11676356928404,1.0,32.893389036900004,-117.116763569,Closed,0.0,0.0,2017-04-17 14:28:00,Pothole,Pothole,Closed,201.58333333333331,0.0
466,Point Loma,,1.0,2017-04-26 00:03:00,32.75598976934001-117.222146383438,0.0,32.7559897693,-117.222146383,Closed,0.0,1.0,2017-04-17 13:16:00,Pothole,Other,Closed,202.78333333333333,0.0
473,Downtown,,1.0,2017-05-04 00:02:00,32.71152848213376-117.1493294708252,0.0,32.7115284821,-117.149329471,Closed,0.0,0.0,2017-04-17 09:14:00,Pothole,Pothole,Closed,398.8,0.0
481,Mission Valley,,1.0,2017-04-21 00:03:00,32.76693577829101-117.1528833226745,1.0,32.7669357783,-117.152883323,Closed,0.0,0.0,2017-04-17 05:10:00,Pothole,Pothole,Closed,90.88333333333333,0.0
490,Mission Valley,,1.0,2017-04-21 00:03:00,32.766918-117.153213,1.0,32.766918,-117.153213,Closed,0.0,0.0,2017-04-16 16:02:00,Pothole,Pothole,Closed,104.01666666666668,0.0
494,Mission Valley,,1.0,2017-05-04 00:02:00,32.76199800724933-117.1979533416093,1.0,32.7619980072,-117.197953342,Closed,0.0,0.0,2017-04-16 13:13:00,Pothole,Pothole,Closed,418.81666666666666,0.0
497,Clairemont,,1.0,2017-04-26 00:03:00,32.829166-117.185706,1.0,32.829166,-117.18570600000001,Closed,0.0,0.0,2017-04-16 09:56:00,Pothole,Pothole,Closed,230.11666666666667,0.0
499,Balboa Park,,1.0,2017-04-18 00:03:00,32.73738388258138-117.1339479420136,1.0,32.7373838826,-117.133947942,Closed,0.0,0.0,2017-04-16 08:30:00,Pothole,Pothole,Closed,39.55,0.0
505,Point Loma,,1.0,2017-05-04 00:02:00,32.74790273431173-117.22997082432863,1.0,32.7479027343,-117.22997082399999,Closed,0.0,0.0,2017-04-15 17:12:00,Pothole,Pothole,Closed,438.83333333333326,0.0
511,Point Loma,,1.0,2017-04-27 00:03:00,32.72906692701646-117.1877914109427,1.0,32.729066927,-117.187791411,Closed,0.0,0.0,2017-04-15 09:21:00,Pothole,Pothole,Closed,278.7,0.0
517,Point Loma,,1.0,2017-04-26 00:03:00,32.75049980051347-117.225638038763,0.0,32.7504998005,-117.225638039,Closed,0.0,0.0,2017-04-14 20:35:00,Pothole,Pothole,Closed,267.46666666666664,0.0
523,Mission Valley,,1.0,2017-04-21 00:03:00,32.76877876033292-117.1396103692246,1.0,32.7687787603,-117.139610369,Closed,0.0,0.0,2017-04-14 17:21:00,Pothole,Pothole,Closed,150.7,0.0
524,Barrio Logan,,1.0,2017-05-17 00:02:00,32.694753-117.142491,1.0,32.69475300000001,-117.14249099999999,Closed,0.0,0.0,2017-04-14 16:53:00,Pothole,Pothole,Closed,775.15,0.0
526,,,1.0,2017-05-09 00:03:00,33.00775555-117.094475,1.0,33.00775555,-117.094475,Closed,0.0,0.0,2017-04-14 16:32:00,Pothole,Pothole,Closed,583.5166666666668,0.0
548,MIddletown,,1.0,2017-05-02 00:02:00,32.74227907062442-117.18267469329834,1.0,32.7422790706,-117.182674693,Closed,0.0,0.0,2017-04-13 23:11:00,Pothole,Pothole,Closed,432.85,0.0
553,Mission Valley,,1.0,2017-05-02 00:02:00,32.76245478892072-117.20065622253418,1.0,32.7624547889,-117.200656223,Closed,0.0,0.0,2017-04-13 18:25:00,Pothole,Pothole,Closed,437.61666666666673,0.0
563,Clairemont,,1.0,2017-05-09 00:03:00,32.8078732-117.15595610000003,1.0,32.8078732,-117.1559561,Closed,0.0,0.0,2017-04-13 16:20:00,Pothole,Pothole,Closed,607.7166666666667,0.0
564,Mission Valley,,1.0,2017-04-21 00:03:00,32.77618641708853-117.12639052006836,1.0,32.7761864171,-117.12639052,Closed,0.0,0.0,2017-04-13 13:45:00,Pothole,Pothole,Closed,178.3,0.0
570,Mission Bay,,1.0,2017-04-15 00:02:00,32.76423437971751-117.23368188264104,0.0,32.7642343797,-117.23368188299999,Closed,0.0,0.0,2017-04-13 10:22:00,Pothole,Pothole,Closed,37.66666666666666,0.0
572,Point Loma,,1.0,2017-05-02 00:02:00,32.725984-117.256666,1.0,32.725984000000004,-117.256666,Closed,0.0,0.0,2017-04-13 10:07:00,Pothole,Pothole,Closed,445.91666666666674,0.0
573,Point Loma,,1.0,2017-05-02 00:02:00,32.725988-117.256696,0.0,32.725988,-117.25669599999999,Closed,0.0,0.0,2017-04-13 10:07:00,Pothole,Pothole,Closed,445.91666666666674,0.0
574,Point Loma,,1.0,2017-05-02 00:02:00,32.725902-117.256743,1.0,32.725902000000005,-117.256743,Closed,0.0,0.0,2017-04-13 10:06:00,Pothole,Pothole,Closed,445.9333333333333,0.0
575,Point Loma,,1.0,2017-05-02 00:02:00,32.725646-117.256892,1.0,32.725646000000005,-117.256892,Closed,0.0,0.0,2017-04-13 10:05:00,Pothole,Pothole,Closed,445.95,0.0
576,Point Loma,,1.0,2017-05-02 00:02:00,32.725629-117.25691,1.0,32.725629,-117.25691,Closed,0.0,0.0,2017-04-13 10:05:00,Pothole,Pothole,Closed,445.95,0.0
577,Point Loma,,1.0,2017-05-02 00:02:00,32.724128-117.257274,1.0,32.724128,-117.257274,Closed,0.0,0.0,2017-04-13 10:03:00,Pothole,Pothole,Closed,445.98333333333335,0.0
578,Point Loma,,1.0,2017-05-02 00:02:00,32.724139-117.257287,1.0,32.724139,-117.257287,Closed,0.0,0.0,2017-04-13 10:03:00,Pothole,Pothole,Closed,445.98333333333335,0.0
579,Point Loma,,1.0,2017-05-02 00:02:00,32.72404-117.257264,1.0,32.72404,-117.25726399999999,Closed,0.0,0.0,2017-04-13 10:02:00,Pothole,Pothole,Closed,446.0,0.0
580,Point Loma,,1.0,2017-05-02 00:02:00,32.724175-117.257304,1.0,32.724175,-117.257304,Closed,0.0,0.0,2017-04-13 10:01:00,Pothole,Pothole,Closed,446.01666666666665,0.0
581,Mission Valley,,1.0,2017-05-04 00:02:00,32.75932846081814-117.1902789767202,1.0,32.7593284608,-117.190278977,Closed,0.0,0.0,2017-04-13 09:23:00,Pothole,Pothole,Closed,494.65,0.0
585,Birdland,,1.0,2017-05-09 00:03:00,32.79487332649858-117.15448262773442,1.0,32.7948733265,-117.154482628,Closed,0.0,0.0,2017-04-13 09:11:00,Pothole,Pothole,Closed,614.8666666666667,0.0
587,Barrio Logan,,1.0,2017-05-03 00:03:00,32.694079-117.13292,1.0,32.694078999999995,-117.13292,Closed,0.0,0.0,2017-04-13 08:45:00,Pothole,Pothole,Closed,471.3,0.0
588,Downtown,,1.0,2017-05-13 00:02:00,32.713666-117.155593,1.0,32.713665999999996,-117.155593,Closed,0.0,0.0,2017-04-13 07:36:00,Pothole,Pothole,Closed,712.4333333333333,0.0
589,Ocean Beach,,1.0,2017-05-02 00:02:00,32.74620357123542-117.25420474790127,0.0,32.7462035712,-117.25420474799999,Closed,0.0,0.0,2017-04-13 07:23:00,Pothole,Pothole,Closed,448.65,0.0
592,Point Loma,,1.0,2017-05-02 00:02:00,32.7230238-117.2313082,1.0,32.7230238,-117.23130819999999,Closed,0.0,0.0,2017-04-12 21:29:00,Pothole,Pothole,Closed,458.55,0.0
594,,,1.0,2017-05-12 00:02:00,32.70258002404012-117.03072640745317,0.0,32.702580024,-117.030726407,Closed,0.0,0.0,2017-04-12 20:59:00,Pothole,Pothole,Closed,699.05,0.0
599,MIddletown,,1.0,2017-05-19 00:02:00,32.73948153967248-117.17894105834961,0.0,32.739481539699995,-117.17894105799999,Closed,0.0,0.0,2017-04-12 19:29:00,Pothole,Pothole,Closed,868.55,0.0
601,Balboa Park,,1.0,2017-05-04 00:02:00,32.73521706064548-117.14578272792184,0.0,32.7352170606,-117.14578272799999,Closed,0.0,1.0,2017-04-12 18:35:00,Pothole,Pothole,Closed,509.45,0.0
603,Mission Valley,,1.0,2017-05-02 00:02:00,32.7623852-117.2023926,1.0,32.762385200000004,-117.2023926,Closed,0.0,0.0,2017-04-12 18:10:00,Pothole,Pothole,Closed,461.86666666666673,0.0
605,Downtown,,1.0,2017-05-13 00:02:00,32.714657-117.161055,1.0,32.714657,-117.161055,Closed,0.0,0.0,2017-04-12 18:04:00,Pothole,Pothole,Closed,725.9666666666667,0.0
606,Downtown,,1.0,2017-05-04 00:02:00,32.715726999419424-117.15561794341039,0.0,32.7157269994,-117.155617943,Closed,0.0,0.0,2017-04-12 17:59:00,Pothole,Pothole,Closed,510.05,0.0
608,,,1.0,2017-05-11 00:02:00,32.83829511665981-117.0254346232357,1.0,32.8382951167,-117.025434623,Closed,0.0,0.0,2017-04-12 17:41:00,Pothole,Pothole,Closed,678.35,0.0
610,Ocean Beach,,1.0,2017-04-25 00:02:00,32.7455502-117.24691150000001,1.0,32.7455502,-117.2469115,Closed,0.0,0.0,2017-04-12 17:01:00,Pothole,Pothole,Closed,295.01666666666665,0.0
611,Balboa Park,,1.0,2017-04-18 00:03:00,32.737669005704866-117.1341066515289,1.0,32.7376690057,-117.13410665200001,Closed,0.0,0.0,2017-04-12 16:47:00,Pothole,Pothole,Closed,127.26666666666668,0.0
