,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type
26787,Assigned,In process,0,0,2017-03-16T09:49:00,,1,0,Pothole,32.83022060774149-117.2586303005567,32.8302206077,-117.25863030100001,Pothole
26801,Assigned,In process,0,0,2017-03-16T09:20:00,,1,0,Pothole,32.80154080522996-117.2394214238295,32.8015408052,-117.239421424,Pothole
26803,Assigned,In process,0,1,2017-03-16T09:17:00,,1,0,Pothole,32.819960233948834-117.15506912869157,32.8199602339,-117.155069129,Pothole
26827,Acknowledged,In process,0,1,2017-03-16T08:30:00,,1,0,Pothole,32.77808542849416-117.14167565239256,32.7780854285,-117.141675652,Pothole
26832,Assigned,In process,0,0,2017-03-16T08:11:00,,1,0,Pothole,32.809647450695614-117.25946161111449,32.8096474507,-117.259461611,Pothole
26839,Assigned,In process,0,0,2017-03-16T07:52:00,,1,0,Pothole,32.74979681750732-117.169993676947,32.7497968175,-117.16999367700001,Pothole
26864,Assigned,In process,0,0,2017-03-16T06:44:00,,1,0,Pothole,32.88764945749842-117.2435951097408,32.8876494575,-117.24359511,Pothole
26916,Assigned,In process,0,0,2017-03-15T19:53:00,,1,0,Other,32.8793668118486-117.21834496085216,32.8793668118,-117.218344961,Pothole
26927,Assigned,In process,0,0,2017-03-15T18:47:00,,1,0,Pothole,32.9713188961619-117.0786937980328,32.971318896199996,-117.07869379799999,Pothole
26945,Acknowledged,In process,0,0,2017-03-15T17:55:00,,1,0,Pothole,32.748435729419676-117.13011195767211,32.7484357294,-117.13011195799999,Pothole
26954,Assigned,In process,0,0,2017-03-15T17:44:00,,1,0,Pothole,32.74114940537356-117.1483966009747,32.7411494054,-117.148396601,Pothole
26964,Assigned,In process,0,0,2017-03-15T17:19:00,,1,0,Pothole,32.77139696295631-117.0579268970686,32.771396963,-117.057926897,Pothole
26968,Assigned,In process,0,0,2017-03-15T17:13:00,,1,0,Pothole,32.78349741135092-117.06195692211838,32.7834974114,-117.06195692200001,Pothole
27006,Acknowledged,In process,0,0,2017-03-15T16:02:00,,1,0,Pothole,32.81467585492735-117.24119793573324,32.814675854899995,-117.241197936,Pothole
27019,Assigned,In process,0,0,2017-03-15T15:40:00,,1,0,Pothole,32.80244539757386-117.217883424653,32.8024453976,-117.217883425,Pothole
27050,Assigned,In process,0,0,2017-03-15T14:57:00,,1,0,Pothole,32.71818780343298-117.1069504694241,32.7181878034,-117.106950469,Pothole
27083,Assigned,In process,0,0,2017-03-15T14:14:00,,1,0,Pothole,32.819764-117.22131530000001,32.819764,-117.22131529999999,Pothole
27085,Assigned,In process,0,1,2017-03-15T14:13:00,,1,0,Pothole,32.83861388850599-117.02504165896796,32.8386138885,-117.025041659,Pothole
27141,Assigned,In process,0,0,2017-03-15T12:31:00,,1,0,Pothole,32.719860258404-117.1617749206543,32.719860258400004,-117.161774921,Pothole
27171,Assigned,In process,0,0,2017-03-15T11:28:00,,1,0,Pothole,32.8155131902092-117.1635203839156,32.8155131902,-117.163520384,Pothole
27172,Assigned,In process,0,0,2017-03-15T11:27:00,,1,0,Pothole,32.81683241020219-117.1620572080064,32.8168324102,-117.162057208,Pothole
27237,Assigned,In process,0,0,2017-03-15T09:23:00,,1,0,Pothole,32.714546-117.159157,32.714546,-117.15915700000001,Pothole
27242,Assigned,In process,0,0,2017-03-15T09:16:00,,1,0,Pothole,32.79409810210424-117.1260141393285,32.7940981021,-117.12601413899999,Pothole
27349,Assigned,In process,0,0,2017-03-14T19:20:00,,1,0,Pothole,32.885856-117.243911,32.885856,-117.24391100000001,Pothole
27351,Assigned,In process,0,0,2017-03-14T19:15:00,,1,0,Pothole,32.82902360502552-117.1679530772714,32.829023605,-117.167953077,Pothole
27381,Assigned,In process,0,0,2017-03-14T17:46:00,,1,0,Pothole,32.793542966944386-117.2506606323977,32.7935429669,-117.250660632,Pothole
27383,Assigned,In process,0,0,2017-03-14T17:43:00,,1,0,Pothole,32.83466057002138-117.16385419446549,32.83466057,-117.163854194,Pothole
27387,Assigned,In process,0,1,2017-03-14T17:41:00,,1,0,Pothole,32.80136369192364-117.22961533074346,32.8013636919,-117.229615331,Pothole
27406,Assigned,In process,0,1,2017-03-14T16:54:00,,1,0,Pothole,32.77892201450321-117.0666697730374,32.7789220145,-117.06666977299999,Pothole
27425,Acknowledged,In process,0,0,2017-03-14T16:23:00,,1,0,Pothole,32.583642-117.055524,32.583642,-117.055524,Pothole
27499,Assigned,In process,0,1,2017-03-14T13:52:00,,1,0,Pothole,32.74836336731235-117.1415126604188,32.7483633673,-117.14151266,Pothole
27519,Assigned,In process,0,0,2017-03-14T13:05:00,,1,0,Pothole,32.831320940421826-117.1427205078125,32.8313209404,-117.142720508,Pothole
27522,Assigned,In process,0,0,2017-03-14T13:01:00,,1,0,Pothole,32.82906100291924-117.15040875344238,32.8290610029,-117.150408753,Pothole
27540,Assigned,In process,0,0,2017-03-14T12:16:00,,1,0,Pothole,32.79978612000069-117.2408321580168,32.79978612,-117.24083215799999,Pothole
27568,Assigned,In process,0,0,2017-03-14T11:20:00,,1,0,Pothole,32.9354378-117.254189,32.9354378,-117.254189,Pothole
27598,Assigned,In process,0,0,2017-03-14T10:28:00,,1,0,Pothole,32.85912388938745-117.2423280962903,32.8591238894,-117.24232809600001,Pothole
27603,Assigned,In process,0,1,2017-03-14T10:19:00,,1,0,Pothole,32.78928759918626-117.20351763541142,32.7892875992,-117.203517635,Pothole
27618,Assigned,In process,0,1,2017-03-14T09:47:00,,1,0,Pothole,32.979691-117.07989,32.979690999999995,-117.07988999999999,Pothole
27654,Assigned,In process,0,1,2017-03-14T08:55:00,,1,0,Pothole,32.893753-117.131102,32.893753000000004,-117.131102,Pothole
27685,Assigned,In process,0,0,2017-03-14T07:47:00,,1,0,Pothole,32.896878203337174-117.13627775872192,32.8968782033,-117.136277759,Pothole
27686,Assigned,In process,0,0,2017-03-14T07:45:00,,1,0,Pothole,32.75109258202694-117.2415935531789,32.751092582,-117.24159355299999,Pothole
27711,Assigned,In process,0,0,2017-03-13T23:44:00,,1,0,Pothole,32.72242874338739-117.1637929489056,32.7224287434,-117.163792949,Pothole
27829,Assigned,In process,0,0,2017-03-13T16:22:00,,1,0,Pothole,32.8189773-117.15578069999998,32.8189773,-117.15578070000001,Pothole
27865,Assigned,In process,0,1,2017-03-13T15:16:00,,1,0,Pothole,32.72554522848944-117.1297680215138,32.725545228499996,-117.12976802200001,Pothole
27869,Assigned,In process,0,0,2017-03-13T15:08:00,,1,0,Pothole,32.80667-117.213546,32.806670000000004,-117.213546,Pothole
27887,Assigned,In process,0,0,2017-03-13T14:48:00,,1,0,Pothole,32.833772-117.249012,32.833771999999996,-117.24901200000001,Pothole
27945,Assigned,In process,0,1,2017-03-13T13:02:00,,1,0,Pothole,32.789762-117.144854,32.789761999999996,-117.14485400000001,Pothole
27949,Assigned,In process,0,0,2017-03-13T12:53:00,,1,0,Pothole,32.75713901514732-117.11145490204575,32.7571390151,-117.111454902,Pothole
28063,Assigned,In process,0,0,2017-03-13T09:55:00,,1,0,Pothole,32.792221-117.248426,32.792221000000005,-117.248426,Pothole
28084,Assigned,In process,0,1,2017-03-13T09:04:00,,1,0,Pothole,32.72683536936536-117.16803955404804,32.7268353694,-117.16803955399999,Pothole
28117,Assigned,In process,0,0,2017-03-13T08:05:00,,1,0,Pothole,32.89408325686387-117.2381190397937,32.894083256900004,-117.23811904,Pothole
28129,Assigned,In process,0,1,2017-03-13T07:38:00,,1,0,Pothole,32.91565896419693-117.1436958798653,32.9156589642,-117.14369588,Pothole
28145,Assigned,In process,0,1,2017-03-13T03:46:00,,1,0,Pothole,32.752819-117.216277,32.752819,-117.216277,Pothole
28163,Assigned,In process,0,0,2017-03-12T23:09:00,,1,0,Pothole,32.58371748661899-117.06700174732208,32.5837174866,-117.067001747,Pothole
28179,Assigned,In process,0,0,2017-03-12T20:53:00,,1,0,Pothole,32.80093324357379-117.23394760514,32.8009332436,-117.233947605,Pothole
28238,Acknowledged,In process,0,0,2017-03-12T17:11:00,,1,0,Pothole,32.80607630984367-117.21896017529362,32.8060763098,-117.218960175,Pothole
28244,Assigned,In process,0,0,2017-03-12T17:02:00,,1,0,Pothole,32.8084446022232-117.21331127093974,32.8084446022,-117.21331127100001,Pothole
28247,Assigned,In process,0,1,2017-03-12T16:46:00,,1,0,Pothole,32.72696380204076-117.1676151764214,32.726963802,-117.167615176,Pothole
28255,Assigned,In process,0,0,2017-03-12T16:06:00,,1,0,Pothole,32.71694166666666-117.1232388333333,32.7169416667,-117.12323883299999,Pothole
28292,Assigned,In process,0,0,2017-03-12T13:51:00,,1,0,Pothole,32.78379048192582-117.0979135143586,32.7837904819,-117.097913514,Pothole
28300,Assigned,In process,0,1,2017-03-12T13:27:00,,1,0,Pothole,32.979970806886385-117.2476579682617,32.9799708069,-117.247657968,Pothole
28309,Assigned,In process,0,1,2017-03-12T13:21:00,,1,0,Pothole,32.98077910141696-117.24840419002692,32.980779101399996,-117.24840419,Pothole
28321,Assigned,In process,0,1,2017-03-12T12:45:00,,1,0,Pothole,32.83330821773888-117.1145559545113,32.8333082177,-117.114555955,Pothole
28424,Assigned,In process,0,0,2017-03-12T08:27:00,,1,0,Pothole,32.82932020465994-117.1032352820911,32.8293202047,-117.10323528200001,Pothole
28458,Assigned,In process,0,0,2017-03-11T19:32:00,,1,0,Pothole,32.71323083736073-117.1337813742466,32.7132308374,-117.133781374,Pothole
28477,Acknowledged,In process,0,0,2017-03-11T18:49:00,,1,0,Pothole,32.690109-117.027774,32.690109,-117.027774,Pothole
28488,Assigned,In process,0,0,2017-03-11T18:07:00,,1,0,Pothole,32.90177418535502-117.2248838466845,32.9017741854,-117.224883847,Pothole
28545,Assigned,In process,0,0,2017-03-11T14:04:00,,1,0,Pothole,32.793996-117.124223,32.793996,-117.124223,Pothole
28663,Assigned,In process,0,1,2017-03-11T08:13:00,,1,0,Pothole,32.81698877762062-117.1498308664462,32.8169887776,-117.149830866,Pothole
28666,Assigned,In process,0,0,2017-03-11T08:09:00,,1,0,Pothole,32.82173917804763-117.1487107761469,32.821739178,-117.148710776,Pothole
28667,Assigned,In process,0,1,2017-03-11T08:09:00,,1,0,Pothole,32.82125331351561-117.1490645341527,32.8212533135,-117.14906453399999,Pothole
28686,Assigned,In process,0,0,2017-03-11T07:13:00,,1,0,Pothole,32.719664-117.12475899999998,32.719664,-117.12475900000001,Pothole
28720,Assigned,In process,0,1,2017-03-10T20:25:00,,1,0,Pothole,32.81726474528002-117.18084041332496,32.8172647453,-117.180840413,Pothole
28744,Assigned,In process,1,0,2017-03-10T18:28:00,,1,0,Pothole,32.75009102879438-117.1583573072466,32.7500910288,-117.158357307,Pothole
28750,Assigned,In process,0,0,2017-03-10T18:08:00,,1,0,Pothole,32.817032-117.170751,32.817032,-117.170751,Pothole
28767,Assigned,In process,0,0,2017-03-10T17:19:00,,1,0,Pothole,32.783350290961266-117.17174245483324,32.783350291,-117.171742455,Pothole
28800,Assigned,In process,0,0,2017-03-10T15:37:00,,1,0,Pothole,32.742008-117.183282,32.742008,-117.183282,Pothole
28808,Assigned,In process,0,1,2017-03-10T15:23:00,,1,0,Pothole,32.8326433130928-117.16383325182873,32.8326433131,-117.163833252,Pothole
28829,Assigned,In process,0,1,2017-03-10T14:22:00,,1,0,Pothole,32.98028056994514-117.0756612599534,32.980280569899996,-117.07566126,Pothole
28836,Assigned,In process,0,0,2017-03-10T14:12:00,,1,0,Pothole,32.57146476770991-116.9620416128235,32.5714647677,-116.962041613,Pothole
28871,Assigned,In process,0,1,2017-03-10T12:39:00,,1,0,Pothole,32.98019679129963-117.0782352275911,32.9801967913,-117.078235228,Pothole
28896,Assigned,In process,0,0,2017-03-10T11:43:00,,1,0,Pothole,32.82659689040322-117.15061693115234,32.8265968904,-117.150616931,Pothole
28909,Assigned,In process,0,0,2017-03-10T11:16:00,,1,0,Pothole,32.55673927258007-116.9440345187829,32.556739272600005,-116.944034519,Pothole
28929,Assigned,In process,0,0,2017-03-10T10:45:00,,1,0,Pothole,32.71555475428022-117.1636743285853,32.7155547543,-117.163674329,Pothole
28935,Assigned,In process,0,1,2017-03-10T10:34:00,,1,0,Pothole,32.75113734527574-117.2158565064815,32.7511373453,-117.21585650600001,Pothole
28954,Assigned,In process,0,0,2017-03-10T09:51:00,,1,0,Pothole,32.928018505215526-117.03903703613281,32.9280185052,-117.03903703600001,Pothole
28957,Assigned,In process,0,0,2017-03-10T09:43:00,,1,0,Pothole,32.79024547805881-117.0986405183523,32.7902454781,-117.098640518,Pothole
28973,Assigned,In process,0,1,2017-03-10T09:14:00,,1,0,Pothole,32.803094-117.24219099999999,32.803094,-117.24219099999999,Pothole
29034,Assigned,In process,0,1,2017-03-10T05:41:00,,1,0,Pothole,32.81761238823265-117.09085194988262,32.817612388200004,-117.09085195,Pothole
29053,Assigned,In process,0,0,2017-03-09T22:08:00,,1,0,Pothole,32.827547-117.214199,32.827546999999996,-117.214199,Pothole
29056,Assigned,In process,0,0,2017-03-09T22:05:00,,1,0,Pothole,32.827957-117.213799,32.827957,-117.213799,Pothole
29105,Assigned,In process,0,1,2017-03-09T19:01:00,,1,0,Pothole,32.83274369168917-117.1609866146434,32.8327436917,-117.160986615,Pothole
29144,Assigned,In process,0,0,2017-03-09T16:53:00,,1,0,Pothole,32.754884-117.201012,32.754884000000004,-117.201012,Pothole
29172,Assigned,In process,0,0,2017-03-09T16:00:00,,1,0,Pothole,32.82951244664453-117.14186017841791,32.8295124466,-117.14186017799999,Pothole
29249,Assigned,In process,0,0,2017-03-09T13:41:00,,1,0,Pothole,32.81067660000001-117.22384929999998,32.8106766,-117.2238493,Pothole
29254,Assigned,In process,0,0,2017-03-09T13:28:00,,1,0,Pothole,32.795462124316465-117.25125517937326,32.795462124299995,-117.251255179,Pothole
29295,Assigned,In process,0,0,2017-03-09T11:37:00,,1,0,Pothole,32.740350064383904-117.11200298665034,32.7403500644,-117.11200298700001,Pothole
29299,Assigned,In process,0,0,2017-03-09T11:34:00,,1,0,Pothole,32.7402379620785-117.2408343859278,32.740237962100004,-117.240834386,Pothole
29320,Assigned,In process,0,0,2017-03-09T10:57:00,,1,0,Pothole,32.83939524850707-117.2773034370505,32.8393952485,-117.27730343700001,Pothole
29402,Assigned,In process,0,0,2017-03-09T09:16:00,,1,0,Pothole,32.717083-117.171158,32.717083,-117.171158,Pothole
29404,Assigned,In process,0,1,2017-03-09T09:13:00,,1,0,Pothole,32.82899218948834-117.16376557312014,32.8289921895,-117.16376557299999,Pothole
29422,Assigned,In process,0,0,2017-03-09T08:56:00,,1,0,Pothole,32.59498995791581-117.0901890683239,32.5949899579,-117.09018906799999,Pothole
29427,Assigned,In process,0,0,2017-03-09T08:49:00,,1,0,Pothole,32.74846844144275-117.12769732087213,32.7484684414,-117.127697321,Pothole
29438,Assigned,In process,0,0,2017-03-09T08:36:00,,1,0,Pothole,32.94391379380264-117.23942144125185,32.9439137938,-117.239421441,Pothole
29449,Assigned,In process,0,0,2017-03-09T08:14:00,,1,0,Pothole,32.79355068118325-117.2331085822676,32.793550681199996,-117.23310858200001,Pothole
29455,Assigned,In process,0,0,2017-03-09T07:56:00,,1,0,Pothole,33.0157662-117.08125540000003,33.0157662,-117.0812554,Pothole
29456,Assigned,In process,0,1,2017-03-09T07:55:00,,1,0,Pothole,32.75180806523994-117.21533327026367,32.7518080652,-117.21533327,Pothole
29474,Assigned,In process,0,1,2017-03-09T07:04:00,,1,0,Pothole,32.84741614512184-117.2670768145447,32.847416145100006,-117.267076815,Pothole
29587,Assigned,In process,0,0,2017-03-08T17:19:00,,1,0,Pothole,32.83089586071002-117.1457960643965,32.830895860700004,-117.145796064,Pothole
29590,Assigned,In process,0,0,2017-03-08T17:18:00,,1,0,Pothole,32.57202368087028-117.00036849012994,32.5720236809,-117.00036849,Pothole
29609,Assigned,In process,0,0,2017-03-08T16:30:00,,1,0,Pothole,32.7929266-117.08897030000003,32.7929266,-117.0889703,Pothole
29613,Assigned,In process,0,1,2017-03-08T16:12:00,,1,0,Pothole,32.97981547062074-117.0788129647766,32.9798154706,-117.078812965,Pothole
29614,Assigned,In process,0,0,2017-03-08T16:11:00,,1,0,Pothole,32.791441608870805-117.09817891403242,32.7914416089,-117.098178914,Pothole
29619,Assigned,In process,0,0,2017-03-08T16:06:00,,1,0,Pothole,32.74645630000001-117.09639279999999,32.746456300000006,-117.0963928,Pothole
29632,Assigned,In process,0,0,2017-03-08T15:31:00,,1,0,Pothole,32.71697230000001-117.1231368,32.7169723,-117.1231368,Pothole
29640,Assigned,In process,0,0,2017-03-08T15:11:00,,1,0,Pothole,32.75707089385933-117.10186840288632,32.7570708939,-117.101868403,Pothole
29646,Assigned,In process,0,0,2017-03-08T15:04:00,,1,0,Pothole,32.748439-117.123328,32.748439000000005,-117.123328,Pothole
29692,Assigned,In process,0,0,2017-03-08T13:31:00,,1,0,Pothole,32.818280450908446-117.22027607167968,32.818280450900005,-117.220276072,Pothole
29721,Assigned,In process,0,0,2017-03-08T12:45:00,,1,0,Pothole,32.7977202-117.2516784,32.7977202,-117.2516784,Pothole
29732,Assigned,In process,0,0,2017-03-08T12:24:00,,1,0,Pothole,32.840343-117.25367900000003,32.840343,-117.253679,Pothole
29734,Assigned,In process,0,1,2017-03-08T12:22:00,,1,0,Pothole,32.81337629369908-117.1549104293987,32.813376293699996,-117.154910429,Pothole
29750,Assigned,In process,0,1,2017-03-08T11:43:00,,1,0,Pothole,32.8267594-117.15422869999997,32.8267594,-117.1542287,Pothole
29752,Assigned,In process,0,0,2017-03-08T11:41:00,,1,0,Pothole,32.8267594-117.15422869999997,32.8267594,-117.1542287,Pothole
29846,Assigned,In process,0,1,2017-03-08T08:55:00,,1,0,Pothole,32.813304-117.154674,32.813303999999995,-117.154674,Pothole
29848,Assigned,In process,0,0,2017-03-08T08:53:00,,1,0,Pothole,32.79346548980249-117.03270685699673,32.7934654898,-117.03270685700001,Pothole
29891,Assigned,In process,0,1,2017-03-08T07:18:00,,1,0,Pothole,32.826885389211846-117.10392503662115,32.8268853892,-117.10392503700001,Pothole
29898,Assigned,In process,0,0,2017-03-08T06:57:00,,1,0,Pothole,32.80820219314914-117.1446309798556,32.8082021931,-117.14463098,Pothole
29938,Assigned,In process,0,0,2017-03-07T20:41:00,,1,0,Pothole,32.82751-117.211686,32.82751,-117.21168600000001,Pothole
29974,Assigned,In process,0,0,2017-03-07T18:10:00,,1,0,Pothole,32.8172687670388-117.1245254425602,32.817268767,-117.124525443,Pothole
29980,Assigned,In process,1,0,2017-03-07T17:42:00,,1,0,Pothole,32.81102141151106-117.2501406068659,32.8110214115,-117.250140607,Pothole
29981,Assigned,In process,0,1,2017-03-07T17:40:00,,1,0,Pothole,32.82396429548388-117.18295364303589,32.823964295500005,-117.18295364299999,Pothole
29982,Assigned,In process,0,0,2017-03-07T17:39:00,,1,0,Pothole,32.80563066716567-117.2426620313127,32.8056306672,-117.24266203100001,Pothole
29995,Assigned,In process,1,1,2017-03-07T17:17:00,,1,0,Pothole,32.807833862370295-117.15449534209537,32.807833862399995,-117.154495342,Pothole
30023,Assigned,In process,0,0,2017-03-07T16:40:00,,1,0,Pothole,32.79964255553375-117.14535766774863,32.7996425555,-117.14535766799999,Pothole
30025,Assigned,In process,0,0,2017-03-07T16:38:00,,1,0,Pothole,32.80044574711257-117.14527145839428,32.8004457471,-117.145271458,Pothole
30029,Assigned,In process,0,0,2017-03-07T16:33:00,,1,0,Pothole,32.816575250860936-117.21092853194519,32.8165752509,-117.21092853200001,Pothole
30032,Assigned,In process,0,0,2017-03-07T16:31:00,,1,0,Pothole,32.80812566147779-117.20954910082968,32.8081256615,-117.20954910100001,Pothole
30052,Acknowledged,In process,0,0,2017-03-07T15:57:00,,1,0,Pothole,32.826782170525846-117.1543026461134,32.8267821705,-117.154302646,Pothole
30064,Assigned,In process,0,0,2017-03-07T15:32:00,,1,0,Pothole,32.786594675578534-117.17031507415771,32.7865946756,-117.170315074,Pothole
30109,Assigned,In process,0,0,2017-03-07T14:44:00,,1,0,Pothole,32.809705-117.259541,32.809705,-117.259541,Pothole
30125,Assigned,In process,0,0,2017-03-07T14:14:00,,1,0,Pothole,32.57202368087028-117.00036849012994,32.5720236809,-117.00036849,Pothole
30145,Assigned,In process,0,1,2017-03-07T13:13:00,,1,0,Pothole,32.88471524972844-117.19645829364015,32.8847152497,-117.196458294,Pothole
