,status_description,mobile_web_status,duplicate_verified,override_duplicate,requested_datetime,closed_date,open,closed,service_name,coordinates,lat,long,sap_problem_type
5638,Assigned,In process,0,0,2017-05-10T15:01:00,,1,0,Pothole,32.73951882499525-117.1704829485316,32.739518825,-117.17048294899999,Pothole
5643,Assigned,In process,0,0,2017-05-10T14:57:00,,1,0,Pothole,32.73765795867214-117.1703910828728,32.7376579587,-117.170391083,Pothole
5645,Acknowledged,In process,0,0,2017-05-10T14:55:00,,1,0,Pothole,32.907577-117.149177,32.907577,-117.14917700000001,Pothole
5679,Assigned,In process,0,0,2017-05-10T13:44:00,,1,0,Pothole,32.5728621683942-117.0938694969652,32.5728621684,-117.09386949700001,Pothole
5683,Assigned,In process,0,0,2017-05-10T13:37:00,,1,0,Other,32.76646333333333-117.25055,32.7664633333,-117.25055,Pothole
5713,Acknowledged,In process,0,0,2017-05-10T13:03:00,,1,0,Pothole,32.83543315043195-117.2044783735572,32.8354331504,-117.20447837399999,Pothole
5718,Acknowledged,In process,0,0,2017-05-10T12:54:00,,1,0,Pothole,32.98570559752483-117.0755955450058,32.9857055975,-117.075595545,Pothole
5724,Assigned,In process,0,1,2017-05-10T12:29:00,,1,0,Pothole,32.753077-117.076955,32.753077000000005,-117.076955,Pothole
5725,Assigned,In process,0,0,2017-05-10T12:29:00,,1,0,Pothole,32.753129-117.07671,32.753129,-117.07671,Pothole
5728,Assigned,In process,0,0,2017-05-10T12:25:00,,1,0,Pothole,32.75526-117.073938,32.75526,-117.07393799999998,Pothole
5735,Assigned,In process,0,1,2017-05-10T12:20:00,,1,0,Pothole,32.754232-117.073665,32.754232,-117.07366499999999,Pothole
5766,Assigned,In process,0,0,2017-05-10T11:38:00,,1,0,Pothole,32.81135588995485-117.2518391537472,32.81135589,-117.251839154,Pothole
5778,Assigned,In process,0,0,2017-05-10T11:26:00,,1,0,Pothole,32.8389332257517-117.1046710946756,32.8389332258,-117.104671095,Pothole
5791,Assigned,In process,0,1,2017-05-10T11:08:00,,1,0,Pothole,32.8523162-117.20401579999998,32.852316200000004,-117.20401580000001,Pothole
5824,Assigned,In process,1,1,2017-05-10T09:53:00,,1,0,Pothole,32.75928314312617-117.1213894711036,32.7592831431,-117.121389471,Pothole
5828,Assigned,In process,0,1,2017-05-10T09:48:00,,1,0,Pothole,32.75136141638683-117.09658114833832,32.7513614164,-117.096581148,Pothole
5847,Assigned,In process,0,1,2017-05-10T09:14:00,,1,0,Pothole,32.759822470949544-117.12345108151055,32.759822470900005,-117.123451082,Pothole
5850,Acknowledged,In process,1,1,2017-05-10T09:13:00,,1,0,Pothole,32.832792-117.126454,32.832792,-117.12645400000001,Pothole
5866,Acknowledged,In process,0,0,2017-05-10T09:05:00,,1,0,Pothole,33.0083079-117.06082950000001,33.0083079,-117.0608295,Pothole
5880,Assigned,In process,0,0,2017-05-10T08:33:00,,1,0,Pothole,32.855452-117.204813,32.855452,-117.20481299999999,Pothole
5894,Assigned,In process,0,1,2017-05-10T08:02:00,,1,0,Pothole,32.810531-117.043137,32.810531,-117.04313700000002,Pothole
5941,Assigned,In process,0,0,2017-05-09T22:58:00,,1,0,Pothole,32.83008942857114-117.2596107575129,32.830089428600004,-117.259610758,Pothole
5960,Assigned,In process,0,1,2017-05-09T20:28:00,,1,0,Pothole,32.72958473539163-117.2436926780171,32.7295847354,-117.24369267799999,Pothole
5967,Assigned,In process,0,0,2017-05-09T19:40:00,,1,0,Pothole,32.790923119224985-117.2537677527021,32.7909231192,-117.25376775299999,Pothole
5970,Assigned,In process,0,0,2017-05-09T19:38:00,,1,0,Pothole,32.81081855588349-117.23135767193307,32.8108185559,-117.231357672,Pothole
5984,Assigned,In process,0,0,2017-05-09T19:00:00,,1,0,Pothole,32.71365816967344-117.1493792676155,32.7136581697,-117.14937926799999,Pothole
5993,Assigned,In process,0,0,2017-05-09T18:28:00,,1,0,Pothole,32.751356-117.096678,32.751356,-117.096678,Pothole
6005,Assigned,In process,0,0,2017-05-09T18:01:00,,1,0,Pothole,32.798319461781084-117.0112278930664,32.7983194618,-117.011227893,Pothole
6074,Assigned,In process,0,0,2017-05-09T16:33:00,,1,0,Pothole,32.808521764004425-117.26564619405892,32.808521764,-117.265646194,Pothole
6082,Assigned,In process,0,0,2017-05-09T16:25:00,,1,0,Pothole,32.79682761555584-117.1422067500642,32.7968276156,-117.14220675,Pothole
6084,Acknowledged,In process,0,0,2017-05-09T16:23:00,,1,0,Pothole,32.75332046363152-117.19591337301637,32.7533204636,-117.195913373,Pothole
6091,Assigned,In process,0,0,2017-05-09T16:14:00,,1,0,Pothole,32.870983974452095-117.25122543446956,32.8709839745,-117.25122543399999,Pothole
6114,Assigned,In process,0,0,2017-05-09T15:26:00,,1,0,Pothole,32.77032736299402-117.0919935856892,32.770327363,-117.091993586,Pothole
6133,Acknowledged,In process,1,1,2017-05-09T15:05:00,,1,0,Pothole,32.81516840970442-117.1539979981008,32.8151684097,-117.153997998,Pothole
6172,Assigned,In process,0,1,2017-05-09T13:55:00,,1,0,Pothole,32.79156817153983-117.16586056882434,32.7915681715,-117.165860569,Pothole
6176,Assigned,In process,0,0,2017-05-09T13:47:00,,1,0,Pothole,32.77835151183677-117.2521101125677,32.7783515118,-117.25211011299999,Pothole
6186,Assigned,In process,0,0,2017-05-09T13:26:00,,1,0,Pothole,32.79156817153983-117.16586056882434,32.7915681715,-117.165860569,Pothole
6194,Acknowledged,In process,0,0,2017-05-09T13:09:00,,1,0,Pothole,32.96415101898454-117.11732786548369,32.964151019,-117.117327865,Pothole
6210,Assigned,In process,0,0,2017-05-09T12:16:00,,1,0,Pothole,32.79621991348488-117.1973804023685,32.796219913499996,-117.19738040200001,Pothole
6238,Assigned,In process,0,0,2017-05-09T11:29:00,,1,0,Pothole,32.78423688553126-117.1281684554283,32.7842368855,-117.128168455,Pothole
6241,Acknowledged,In process,0,1,2017-05-09T11:25:00,,1,0,Pothole,32.980125782918414-117.07837967796326,32.9801257829,-117.07837967799999,Pothole
6243,Assigned,In process,0,0,2017-05-09T11:22:00,,1,0,Pothole,32.7965531-117.25549160000003,32.796553100000004,-117.2554916,Pothole
6244,Assigned,In process,0,0,2017-05-09T11:20:00,,1,0,Pothole,32.7452457-117.12259710000001,32.7452457,-117.1225971,Pothole
6247,Assigned,In process,0,1,2017-05-09T11:14:00,,1,0,Pothole,32.7370955-117.10233490000002,32.7370955,-117.10233490000002,Pothole
6262,Assigned,In process,0,0,2017-05-09T10:55:00,,1,0,Pothole,32.799364715753306-117.25636657074455,32.799364715799996,-117.256366571,Pothole
6263,Assigned,In process,0,1,2017-05-09T10:53:00,,1,0,Pothole,32.80302240008322-117.0102093900373,32.803022400100005,-117.01020939,Pothole
6282,Assigned,In process,0,0,2017-05-09T10:14:00,,1,0,Pothole,32.73947542170728-117.18238296849836,32.7394754217,-117.182382968,Pothole
6284,Assigned,In process,0,1,2017-05-09T10:04:00,,1,0,Pothole,32.874078-117.20753,32.874078000000004,-117.20753,Pothole
6301,Assigned,In process,0,1,2017-05-09T09:30:00,,1,0,Pothole,32.75035420289662-117.21088214494398,32.7503542029,-117.210882145,Pothole
6309,Assigned,In process,0,0,2017-05-09T09:15:00,,1,0,Pothole,32.760968-117.138853,32.760968,-117.138853,Pothole
6314,Acknowledged,In process,0,0,2017-05-09T09:08:00,,1,0,Pothole,32.912986-117.127568,32.912986,-117.127568,Pothole
6316,Assigned,In process,0,0,2017-05-09T09:07:00,,1,0,Pothole,32.77275948586755-117.20311809129333,32.7727594859,-117.20311809100001,Pothole
6325,Assigned,In process,0,0,2017-05-09T08:58:00,,1,0,Pothole,32.74894696172384-117.17138905231425,32.7489469617,-117.17138905200001,Pothole
6339,Assigned,In process,0,1,2017-05-09T08:22:00,,1,0,Pothole,32.71996984494769-117.1566128811004,32.7199698449,-117.156612881,Pothole
6355,Acknowledged,In process,0,0,2017-05-09T07:52:00,,1,0,Pothole,32.922811-117.08001819999998,32.922810999999996,-117.0800182,Pothole
6369,Assigned,In process,0,1,2017-05-09T07:11:00,,1,0,Pothole,32.709425-117.154648,32.709425,-117.154648,Pothole
6381,Assigned,In process,0,0,2017-05-09T06:40:00,,1,0,Pothole,32.721447-117.095465,32.721447,-117.09546499999999,Pothole
6384,Assigned,In process,0,0,2017-05-09T06:38:00,,1,0,Pothole,32.77075220141742-117.0700066464712,32.7707522014,-117.07000664600001,Pothole
6386,Assigned,In process,0,0,2017-05-09T06:37:00,,1,0,Pothole,32.77083776469514-117.0763874184366,32.7708377647,-117.076387418,Pothole
6388,Assigned,In process,0,1,2017-05-09T06:24:00,,1,0,Pothole,32.82404787113998-117.22289989183005,32.8240478711,-117.222899892,Pothole
6396,Assigned,In process,0,0,2017-05-08T23:51:00,,1,0,Other,32.72928334461136-117.16210215015411,32.7292833446,-117.16210215,Pothole
6412,Acknowledged,In process,0,1,2017-05-08T21:37:00,,1,0,Pothole,32.94904919999999-117.10930059999998,32.9490492,-117.10930060000001,Pothole
6418,Acknowledged,In process,0,0,2017-05-08T20:59:00,,1,0,Pothole,33.0302208-117.05929200000003,33.030220799999995,-117.059292,Pothole
6419,Assigned,In process,0,0,2017-05-08T20:53:00,,1,0,Pothole,32.70940021614796-117.1546663810659,32.7094002161,-117.154666381,Pothole
6420,Assigned,In process,0,0,2017-05-08T20:50:00,,1,0,Pothole,32.77526333333333-117.1539916666667,32.775263333299996,-117.15399166700001,Pothole
6422,Acknowledged,In process,0,0,2017-05-08T20:49:00,,1,0,Pothole,32.83399166666667-117.2033083333333,32.8339916667,-117.203308333,Pothole
6423,Acknowledged,In process,0,0,2017-05-08T20:48:00,,1,0,Pothole,32.83101333333333-117.2069633333333,32.8310133333,-117.20696333299999,Pothole
6426,Acknowledged,In process,0,1,2017-05-08T20:36:00,,1,0,Pothole,32.9799698-117.08025099999997,32.979969800000006,-117.080251,Pothole
6460,Assigned,In process,0,0,2017-05-08T20:00:00,,1,0,Pothole,32.866647-117.217137,32.866647,-117.21713700000001,Pothole
6477,Acknowledged,In process,0,0,2017-05-08T19:40:00,,1,0,Pothole,33.01577776207869-117.0660064649927,33.0157777621,-117.066006465,Pothole
6478,Acknowledged,In process,0,0,2017-05-08T19:34:00,,1,0,Pothole,32.81866221927481-117.1958309899587,32.818662219299995,-117.19583099,Pothole
6482,Assigned,In process,0,0,2017-05-08T19:24:00,,1,0,Pothole,32.70958428274161-117.0728175995099,32.7095842827,-117.0728176,Pothole
6498,Assigned,In process,0,0,2017-05-08T18:46:00,,1,0,Pothole,32.750815509191476-117.1116497985841,32.7508155092,-117.11164979899999,Pothole
6499,Assigned,In process,0,0,2017-05-08T18:45:00,,1,0,Pothole,32.8013315-117.13843750000001,32.8013315,-117.1384375,Pothole
6500,Assigned,In process,0,0,2017-05-08T18:45:00,,1,0,Pothole,32.83854131975564-117.0980301374824,32.8385413198,-117.09803013700001,Pothole
6503,Assigned,In process,0,0,2017-05-08T18:29:00,,1,0,Pothole,32.72554409693249-117.0856139996248,32.7255440969,-117.08561399999999,Pothole
6551,Acknowledged,In process,0,0,2017-05-08T17:10:00,,1,0,Pothole,32.955843-117.11047,32.955843,-117.11046999999999,Pothole
6561,Acknowledged,In process,0,0,2017-05-08T16:58:00,,1,0,Pothole,32.80537162697983-117.1817305557251,32.805371627,-117.181730556,Pothole
6568,Assigned,In process,0,0,2017-05-08T16:40:00,,1,0,Pothole,32.75161692875694-117.1874561348159,32.751616928800004,-117.187456135,Pothole
6573,Assigned,In process,0,0,2017-05-08T16:33:00,,1,0,Pothole,32.7458133-117.09770630000003,32.7458133,-117.09770630000001,Pothole
6580,Acknowledged,In process,0,0,2017-05-08T16:25:00,,1,0,Pothole,32.834530266156264-117.1782544128418,32.8345302662,-117.17825441299999,Pothole
6582,Acknowledged,In process,0,0,2017-05-08T16:20:00,,1,0,Pothole,32.97044355152895-117.0869790279406,32.970443551500004,-117.08697902799999,Pothole
6601,Assigned,In process,0,0,2017-05-08T15:54:00,,1,0,Pothole,32.762087-117.061434,32.762087,-117.061434,Pothole
6604,Assigned,In process,0,0,2017-05-08T15:53:00,,1,0,Pothole,32.96383249999999-117.24718669999999,32.9638325,-117.24718670000001,Pothole
6605,Assigned,In process,0,0,2017-05-08T15:52:00,,1,0,Pothole,32.763123-117.060735,32.763123,-117.06073500000001,Pothole
6610,Assigned,In process,0,0,2017-05-08T15:49:00,,1,0,Pothole,32.762185-117.064312,32.762184999999995,-117.06431200000002,Pothole
6611,Acknowledged,In process,0,0,2017-05-08T15:48:00,,1,0,Pothole,32.9156205-117.084679,32.9156205,-117.08467900000001,Pothole
6615,Assigned,In process,0,0,2017-05-08T15:37:00,,1,0,Pothole,32.7485687-117.15125190000003,32.7485687,-117.1512519,Pothole
6621,Assigned,In process,0,1,2017-05-08T15:22:00,,1,0,Sidewalk,32.8230173-117.27597249999997,32.823017300000004,-117.27597250000001,Pothole
6630,Assigned,In process,0,0,2017-05-08T15:04:00,,1,0,Pothole,32.74842-117.239137,32.74842,-117.23913700000001,Pothole
6638,Assigned,In process,0,0,2017-05-08T14:55:00,,1,0,Pothole,32.755121-117.056744,32.755121,-117.056744,Pothole
6652,Assigned,In process,0,0,2017-05-08T14:27:00,,1,0,Pothole,32.7956653-117.24650529999997,32.795665299999996,-117.24650530000001,Pothole
6666,Assigned,In process,0,0,2017-05-08T13:28:00,,1,0,Pothole,32.8485215-117.27158550000001,32.848521500000004,-117.2715855,Pothole
6678,Assigned,In process,0,1,2017-05-08T12:59:00,,1,0,Pothole,32.799024786490335-117.15595879062673,32.7990247865,-117.155958791,Pothole
6679,Acknowledged,In process,0,1,2017-05-08T12:57:00,,1,0,Pothole,32.83264071176043-117.16455595665347,32.832640711799996,-117.164555957,Pothole
6681,Acknowledged,In process,0,0,2017-05-08T12:56:00,,1,0,Pothole,32.934231939175866-117.07379846496582,32.934231939200004,-117.073798465,Pothole
6688,Assigned,In process,0,0,2017-05-08T12:51:00,,1,0,Pothole,32.83023263466365-117.11025667724607,32.830232634699996,-117.11025667700001,Pothole
6691,Assigned,In process,0,1,2017-05-08T12:45:00,,1,0,Pothole,32.76404589822572-117.1183483682762,32.7640458982,-117.11834836799999,Pothole
6705,Assigned,In process,0,0,2017-05-08T12:36:00,,1,0,Pothole,32.76885997436098-117.1183447658396,32.7688599744,-117.118344766,Pothole
6714,Assigned,In process,0,0,2017-05-08T12:29:00,,1,0,Pothole,32.77124351006621-117.1183566985512,32.7712435101,-117.118356699,Pothole
6715,Assigned,In process,0,0,2017-05-08T12:29:00,,1,0,Pothole,32.77130715996365-117.1183564820844,32.77130716,-117.11835648200001,Pothole
6718,Assigned,In process,0,0,2017-05-08T12:27:00,,1,0,Pothole,32.77142730708984-117.1169054984917,32.7714273071,-117.116905498,Pothole
6720,Assigned,In process,0,0,2017-05-08T12:25:00,,1,0,Pothole,32.76920199292366-117.1170801815356,32.7692019929,-117.11708018200001,Pothole
6721,Assigned,In process,0,1,2017-05-08T12:24:00,,1,0,Pothole,32.76763507111803-117.1172095156013,32.7676350711,-117.117209516,Pothole
6722,Assigned,In process,0,0,2017-05-08T12:23:00,,1,0,Pothole,32.76744249372678-117.1172144210516,32.767442493699996,-117.117214421,Pothole
6725,Assigned,In process,0,1,2017-05-08T12:21:00,,1,0,Pothole,32.76549413838086-117.1172267304327,32.7654941384,-117.11722673,Pothole
6749,Assigned,In process,0,0,2017-05-08T11:38:00,,1,0,Pothole,32.7488332-117.1583708,32.7488332,-117.15837079999999,Pothole
6753,Assigned,In process,0,0,2017-05-08T11:30:00,,1,0,Pothole,32.747881-117.229903,32.747881,-117.22990300000001,Pothole
6760,Assigned,In process,0,0,2017-05-08T11:14:00,,1,0,Pothole,32.78941533065661-117.203469425549,32.7894153307,-117.203469426,Pothole
6770,Assigned,In process,0,0,2017-05-08T10:57:00,,1,0,Pothole,32.56595525484711-116.9623977262067,32.5659552548,-116.962397726,Pothole
6778,Assigned,In process,0,1,2017-05-08T10:43:00,,1,0,Pothole,32.75012312146373-117.1578079417616,32.7501231215,-117.157807942,Pothole
6780,Assigned,In process,0,1,2017-05-08T10:42:00,,1,0,Pothole,32.90114075568044-117.2232387298046,32.9011407557,-117.22323873,Pothole
6797,Assigned,In process,0,0,2017-05-08T10:17:00,,1,0,Pothole,32.7328691-117.2383519,32.7328691,-117.23835190000001,Pothole
6803,Assigned,In process,0,0,2017-05-08T10:01:00,,1,0,Pothole,32.72340656519648-117.1307226160885,32.7234065652,-117.130722616,Pothole
6804,Assigned,In process,0,1,2017-05-08T10:01:00,,1,0,Pothole,32.71827193347731-117.129627816868,32.7182719335,-117.12962781700001,Pothole
6806,Assigned,In process,0,0,2017-05-08T09:55:00,,1,0,Pothole,32.72804479583421-117.2400962469329,32.7280447958,-117.24009624700001,Pothole
6832,Assigned,In process,0,1,2017-05-08T09:10:00,,1,0,Pothole,32.801859396050965-117.07244589748413,32.8018593961,-117.07244589700001,Pothole
6839,Assigned,In process,0,0,2017-05-08T09:00:00,,1,0,Pothole,32.859025-117.189276,32.859025,-117.189276,Pothole
6841,Acknowledged,In process,0,1,2017-05-08T08:58:00,,1,0,Pothole,32.9129-117.1437083333333,32.9129,-117.14370833299999,Pothole
6850,Assigned,In process,0,0,2017-05-08T08:35:00,,1,0,Pothole,32.93727996423275-117.21091835422516,32.9372799642,-117.210918354,Pothole
6851,Assigned,In process,0,1,2017-05-08T08:28:00,,1,0,Pothole,32.871865-117.213941,32.871865,-117.21394099999999,Pothole
6852,Assigned,In process,0,0,2017-05-08T08:18:00,,1,0,Pothole,32.720763591126435-117.10973052771793,32.7207635911,-117.10973052799999,Pothole
6878,Assigned,In process,0,1,2017-05-08T06:43:00,,1,0,Pothole,32.77626494161544-117.0993145538707,32.7762649416,-117.099314554,Pothole
6879,Assigned,In process,0,1,2017-05-08T06:41:00,,1,0,Pothole,32.80971267762053-117.1455467370332,32.809712677600004,-117.145546737,Pothole
6880,Assigned,In process,0,0,2017-05-08T06:41:00,,1,0,Pothole,32.76287231418257-117.0670079627141,32.7628723142,-117.067007963,Pothole
6890,Assigned,In process,0,0,2017-05-08T00:30:00,,1,0,Pothole,32.74845716838592-117.14986579269801,32.7484571684,-117.14986579299999,Pothole
6919,Assigned,In process,0,0,2017-05-07T19:18:00,,1,0,Pothole,32.867466-117.211553,32.867466,-117.21155300000001,Pothole
6932,Assigned,In process,0,0,2017-05-07T17:20:00,,1,0,Pothole,32.76149437300187-117.1234370862293,32.761494373000005,-117.12343708600001,Pothole
6936,Assigned,In process,0,1,2017-05-07T16:54:00,,1,0,Pothole,32.852795594308525-117.20425299317628,32.8527955943,-117.204252993,Pothole
6957,Assigned,In process,0,1,2017-05-07T15:46:00,,1,0,Pothole,32.791522-117.165554,32.791522,-117.165554,Pothole
6968,Assigned,In process,0,0,2017-05-07T15:28:00,,1,0,Pothole,32.7606417-117.08963849999998,32.7606417,-117.0896385,Pothole
6969,Assigned,In process,0,0,2017-05-07T15:20:00,,1,0,Pothole,32.94607355947171-117.2242390581178,32.9460735595,-117.224239058,Pothole
6981,Acknowledged,In process,0,0,2017-05-07T14:30:00,,1,0,Pothole,32.91615129138732-117.1467756597396,32.9161512914,-117.14677566,Pothole
7038,Assigned,In process,0,0,2017-05-07T09:25:00,,1,0,Pothole,32.708731-117.058854,32.708731,-117.058854,Pothole
7042,Acknowledged,In process,0,0,2017-05-07T09:16:00,,1,0,Pothole,32.98029-117.078127,32.980290000000004,-117.078127,Pothole
7058,Assigned,In process,0,0,2017-05-07T07:28:00,,1,0,Pothole,32.73110647044085-117.24043874664318,32.7311064704,-117.24043874700001,Pothole
7079,Acknowledged,In process,0,1,2017-05-06T21:23:00,,1,0,Pothole,32.807872-117.156856,32.807871999999996,-117.156856,Pothole
7082,Assigned,In process,0,0,2017-05-06T20:37:00,,1,0,Pothole,32.8213074-117.27419480000003,32.821307399999995,-117.27419479999999,Pothole
7083,Assigned,In process,0,0,2017-05-06T20:31:00,,1,0,Pothole,32.81600279999999-117.27054850000002,32.8160028,-117.2705485,Pothole
7103,Assigned,In process,0,0,2017-05-06T19:10:00,,1,0,Pothole,32.7497718705478-117.1240149753784,32.749771870500005,-117.124014975,Pothole
7106,Assigned,In process,0,0,2017-05-06T18:51:00,,1,0,Pothole,32.72076029829448-117.1447396087267,32.7207602983,-117.144739609,Pothole
7111,Assigned,In process,0,0,2017-05-06T18:26:00,,1,0,Pothole,32.74856427241753-117.1513313737789,32.748564272399996,-117.151331374,Pothole
7128,Assigned,In process,0,0,2017-05-06T17:21:00,,1,0,Pothole,32.76721223955522-117.1182675613383,32.7672122396,-117.11826756100001,Pothole
7138,Acknowledged,In process,0,0,2017-05-06T16:12:00,,1,0,Pothole,32.9168-117.125188,32.9168,-117.125188,Pothole
7144,Assigned,In process,0,0,2017-05-06T15:28:00,,1,0,Pothole,32.75406611935626-117.12811717155,32.7540661194,-117.128117172,Pothole
7173,Assigned,In process,0,1,2017-05-06T13:29:00,,1,0,Pothole,32.790745789617695-117.16667853347793,32.7907457896,-117.166678533,Pothole
7181,Assigned,In process,0,0,2017-05-06T12:53:00,,1,0,Pothole,32.7168438-117.14691929999998,32.7168438,-117.1469193,Pothole
7182,Assigned,In process,0,0,2017-05-06T12:53:00,,1,0,Pothole,32.57280721999952-117.09506301803589,32.57280722,-117.09506301799999,Pothole
7208,Assigned,In process,0,0,2017-05-06T10:39:00,,1,0,Pothole,32.75595247132922-117.0940220399757,32.7559524713,-117.09402204,Pothole
7219,Assigned,In process,0,0,2017-05-06T10:02:00,,1,0,Pothole,32.76234252835349-117.0973229390814,32.762342528400005,-117.097322939,Pothole
7238,Acknowledged,In process,0,1,2017-05-06T08:51:00,,1,0,Pothole,32.832925059847256-117.1572858201904,32.8329250598,-117.15728582,Pothole
7248,Acknowledged,In process,0,0,2017-05-06T08:05:00,,1,0,Pothole,32.84015557232976-117.1670500551889,32.8401555723,-117.167050055,Pothole
7261,Acknowledged,In process,0,1,2017-05-06T05:22:00,,1,0,Pothole,32.8079261-117.15797839999999,32.8079261,-117.1579784,Pothole
7277,Assigned,In process,0,0,2017-05-05T21:59:00,,1,0,Pothole,32.694139-117.076857,32.694139,-117.076857,Pothole
7289,Assigned,In process,0,0,2017-05-05T20:25:00,,1,0,Pothole,32.75013578789888-117.1574268810715,32.7501357879,-117.157426881,Pothole
7296,Assigned,In process,0,0,2017-05-05T20:21:00,,1,0,Pothole,32.80866666666667-117.2009283333333,32.8086666667,-117.200928333,Pothole
7312,Assigned,In process,0,0,2017-05-05T19:32:00,,1,0,Pothole,32.768573928127765-117.05363827835691,32.7685739281,-117.053638278,Pothole
7332,Assigned,In process,0,0,2017-05-05T18:03:00,,1,0,Pothole,32.8118276-117.2267946,32.8118276,-117.2267946,Pothole
7333,Assigned,In process,0,0,2017-05-05T18:01:00,,1,0,Pothole,32.79049474239028-117.2033022746792,32.7904947424,-117.203302275,Pothole
7352,Acknowledged,In process,0,0,2017-05-05T17:35:00,,1,0,Pothole,32.94724666666666-117.0960471666667,32.9472466667,-117.09604716700001,Pothole
7353,Assigned,In process,0,0,2017-05-05T17:34:00,,1,0,Pothole,32.754891-117.07771,32.754891,-117.07771000000001,Pothole
7362,Assigned,In process,0,0,2017-05-05T17:27:00,,1,0,Pothole,32.72957946494139-117.2436907229281,32.7295794649,-117.24369072299999,Pothole
7369,Assigned,In process,0,0,2017-05-05T17:22:00,,1,0,Pothole,32.80358750000001-117.03516709999996,32.8035875,-117.03516709999998,Pothole
7381,Assigned,In process,0,0,2017-05-05T17:10:00,,1,0,Pothole,32.742806-117.210139,32.742806,-117.21013899999998,Pothole
7428,Assigned,In process,0,1,2017-05-05T16:45:00,,1,0,Pothole,32.8288594-117.0865268,32.8288594,-117.08652679999999,Pothole
7453,Assigned,In process,0,0,2017-05-05T16:28:00,,1,0,Pothole,32.720898290844104-117.16386704368591,32.7208982908,-117.163867044,Pothole
7518,Assigned,In process,0,0,2017-05-05T15:30:00,,1,0,Pothole,32.79447236811379-117.25095105185048,32.7944723681,-117.250951052,Pothole
7541,Assigned,In process,0,0,2017-05-05T14:36:00,,1,0,Pothole,32.79203005557443-117.2399255000305,32.7920300556,-117.23992549999998,Pothole
7543,Assigned,In process,0,0,2017-05-05T14:33:00,,1,0,Pothole,32.78841926621457-117.23893803281862,32.7884192662,-117.238938033,Pothole
7544,Assigned,In process,0,0,2017-05-05T14:31:00,,1,0,Pothole,32.794580055556494-117.24511945183712,32.7945800556,-117.24511945200001,Pothole
7545,Assigned,In process,0,0,2017-05-05T14:31:00,,1,0,Pothole,32.795245-117.069557,32.795245,-117.069557,Pothole
7546,Assigned,In process,0,0,2017-05-05T14:28:00,,1,0,Pothole,32.798115-117.01468,32.798115,-117.01468,Pothole
7605,Assigned,In process,0,0,2017-05-05T13:14:00,,1,0,Pothole,32.87173434405604-117.23488044059495,32.8717343441,-117.234880441,Pothole
7628,Assigned,In process,0,1,2017-05-05T12:36:00,,1,0,Pothole,32.76411458127667-117.1239088825531,32.7641145813,-117.123908883,Pothole
7652,Acknowledged,In process,0,0,2017-05-05T11:55:00,,1,0,Pothole,32.83402541896858-117.201374979781,32.834025419,-117.20137498,Pothole
7661,Assigned,In process,0,0,2017-05-05T11:28:00,,1,0,Pothole,32.796493-117.07255800000001,32.796493,-117.072558,Pothole
7677,Assigned,In process,0,1,2017-05-05T10:52:00,,1,0,Pothole,32.709388-117.154586,32.709388,-117.15458600000001,Pothole
7696,Assigned,In process,0,0,2017-05-05T10:22:00,,1,0,Pothole,32.80921683958686-117.22119165892893,32.8092168396,-117.221191659,Pothole
7733,Assigned,In process,0,1,2017-05-05T09:24:00,,1,0,Pothole,32.7245411-117.10514619999998,32.7245411,-117.10514620000001,Pothole
7738,Assigned,In process,0,1,2017-05-05T09:20:00,,1,0,Pothole,32.72955-117.2435133333333,32.72955,-117.243513333,Pothole
7742,Acknowledged,In process,0,1,2017-05-05T09:07:00,,1,0,Pothole,33.002795-117.075256,33.002795,-117.07525600000001,Pothole
7743,Acknowledged,In process,1,1,2017-05-05T09:06:00,,1,0,Pothole,33.00236-117.075049,33.002359999999996,-117.07504899999999,Pothole
7772,Acknowledged,In process,0,1,2017-05-05T08:00:00,,1,0,Pothole,32.91270097236384-117.14378481175475,32.912700972399996,-117.143784812,Pothole
7787,Acknowledged,In process,0,0,2017-05-05T07:28:00,,1,0,Pothole,32.9650002-117.11904609999999,32.9650002,-117.11904609999999,Pothole
7821,Assigned,In process,0,1,2017-05-04T21:20:00,,1,0,Pothole,32.810443-117.25473679999999,32.810443,-117.2547368,Pothole
7823,Assigned,In process,0,0,2017-05-04T21:10:00,,1,0,Pothole,32.841105-117.22857,32.841105,-117.22856999999999,Pothole
7826,Acknowledged,In process,0,1,2017-05-04T20:48:00,,1,0,Pothole,32.8238999-117.12749170000001,32.8238999,-117.12749170000001,Pothole
7838,Assigned,In process,0,0,2017-05-04T19:57:00,,1,0,Pothole,32.80398997826973-117.197151787971,32.8039899783,-117.197151788,Pothole
7841,Assigned,In process,0,0,2017-05-04T19:56:00,,1,0,Pothole,32.80368237881635-117.1969394202153,32.8036823788,-117.19693942,Pothole
7845,Assigned,In process,0,1,2017-05-04T19:39:00,,1,0,Pothole,32.901715-117.224807,32.901715,-117.22480700000001,Pothole
7846,Assigned,In process,0,1,2017-05-04T19:37:00,,1,0,Pothole,32.900828-117.223912,32.900828000000004,-117.22391200000001,Pothole
7847,Assigned,In process,0,1,2017-05-04T19:36:00,,1,0,Pothole,32.79983953808766-117.2408096007171,32.7998395381,-117.24080960100001,Pothole
7849,Assigned,In process,0,1,2017-05-04T19:34:00,,1,0,Pothole,32.7952483-117.0189494,32.7952483,-117.0189494,Pothole
