GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13
1400000US06073000900,06073000900,"Census Tract 9, San Diego County, California",3130,374,48,46,308,191,431,195,455,161,569,182,209,114,541,210,43,68,92,61,57,45,308,131,69,69
1400000US06073001000,06073001000,"Census Tract 10, San Diego County, California",3638,393,10,16,102,80,787,226,666,215,495,213,209,142,546,220,88,96,152,169,370,227,145,93,68,64
1400000US06073001100,06073001100,"Census Tract 11, San Diego County, California",2094,259,46,46,123,66,464,139,504,144,247,101,153,70,284,97,56,48,37,32,119,81,61,40,0,12
1400000US06073001200,06073001200,"Census Tract 12, San Diego County, California",3733,435,15,23,89,52,740,281,985,265,626,203,231,136,441,227,111,80,97,90,228,113,115,88,55,45
1400000US06073001300,06073001300,"Census Tract 13, San Diego County, California",3778,401,12,19,137,101,585,192,974,230,708,206,353,146,464,209,186,114,102,102,110,75,103,68,44,31
1400000US06073001400,06073001400,"Census Tract 14, San Diego County, California",1891,236,89,101,107,69,242,93,481,131,404,127,70,46,316,103,16,20,44,39,78,48,29,35,15,19
1400000US06073001500,06073001500,"Census Tract 15, San Diego County, California",2214,213,1,4,227,120,296,96,350,112,564,177,69,50,415,162,73,50,21,22,70,53,108,80,20,23
1400000US06073001600,06073001600,"Census Tract 16, San Diego County, California",2609,482,44,49,201,141,495,243,724,234,358,160,157,115,274,148,79,71,66,61,109,95,64,73,38,45
1400000US06073001700,06073001700,"Census Tract 17, San Diego County, California",2628,389,13,23,311,231,359,199,683,188,488,193,202,125,211,104,61,44,117,75,70,56,70,97,43,50
1400000US06073001800,06073001800,"Census Tract 18, San Diego County, California",3025,403,15,24,141,92,655,235,672,233,493,179,126,116,266,127,27,31,54,45,264,134,134,98,178,107
1400000US06073001900,06073001900,"Census Tract 19, San Diego County, California",1820,218,35,44,62,42,446,145,349,97,350,101,144,67,273,99,37,46,18,21,77,51,13,15,16,18
1400000US06073002001,06073002001,"Census Tract 20.01, San Diego County, California",1459,200,7,11,102,58,260,85,362,107,333,117,43,34,222,106,45,43,34,37,13,21,22,26,16,25
1400000US06073002002,06073002002,"Census Tract 20.02, San Diego County, California",1300,191,0,12,89,65,69,38,401,114,253,101,126,73,143,74,13,16,70,53,92,51,44,44,0,12
1400000US06073002100,06073002100,"Census Tract 21, San Diego County, California",2952,341,30,33,75,72,386,139,908,232,453,158,317,138,436,174,107,94,141,136,41,46,34,31,24,31
1400000US06073002201,06073002201,"Census Tract 22.01, San Diego County, California",1261,216,0,12,65,63,211,89,314,135,250,99,127,77,129,71,15,26,30,27,37,41,51,36,32,27
1400000US06073002202,06073002202,"Census Tract 22.02, San Diego County, California",1793,304,20,23,130,85,190,71,183,76,634,239,95,68,264,183,0,17,16,20,20,25,193,95,48,54
1400000US06073002301,06073002301,"Census Tract 23.01, San Diego County, California",1291,203,0,12,32,40,183,90,358,125,252,121,48,36,159,91,68,48,46,57,42,33,60,46,43,36
1400000US06073002302,06073002302,"Census Tract 23.02, San Diego County, California",2211,337,0,17,83,55,153,51,674,219,275,123,263,151,483,214,21,32,65,63,79,55,59,54,56,66
1400000US06073002401,06073002401,"Census Tract 24.01, San Diego County, California",2143,346,0,12,70,43,396,166,380,124,375,189,132,92,292,157,129,97,250,179,44,37,21,21,54,49
1400000US06073002402,06073002402,"Census Tract 24.02, San Diego County, California",1911,253,40,44,93,57,252,112,401,143,630,183,103,80,181,87,23,31,38,39,48,48,39,36,63,54
1400000US06073002501,06073002501,"Census Tract 25.01, San Diego County, California",2183,276,0,17,72,62,198,114,480,153,508,186,185,81,362,156,25,35,60,55,172,96,110,62,11,20
1400000US06073002502,06073002502,"Census Tract 25.02, San Diego County, California",2691,300,0,17,103,75,404,146,480,118,715,168,223,135,437,126,25,22,58,46,126,69,120,76,0,17
1400000US06073002601,06073002601,"Census Tract 26.01, San Diego County, California",2387,282,8,14,65,58,168,83,404,171,842,208,229,85,374,127,13,16,41,45,115,60,79,59,49,37
1400000US06073002602,06073002602,"Census Tract 26.02, San Diego County, California",1828,277,10,23,19,30,266,105,221,119,391,107,219,101,266,113,118,105,121,84,176,85,21,23,0,12
1400000US06073002702,06073002702,"Census Tract 27.02, San Diego County, California",2720,399,42,40,159,122,193,91,524,176,702,188,381,134,354,140,68,57,97,66,86,53,98,67,16,25
1400000US06073002703,06073002703,"Census Tract 27.03, San Diego County, California",3565,487,23,30,110,82,418,187,795,286,652,228,381,194,534,222,160,105,84,65,167,122,164,136,77,95
1400000US06073002705,06073002705,"Census Tract 27.05, San Diego County, California",2179,332,5,9,119,60,369,258,285,100,470,230,201,117,334,111,103,63,78,56,131,67,28,34,56,67
1400000US06073002707,06073002707,"Census Tract 27.07, San Diego County, California",2070,241,2,5,105,79,293,102,357,193,421,162,213,100,334,119,22,28,10,16,173,80,56,45,84,51
1400000US06073002708,06073002708,"Census Tract 27.08, San Diego County, California",2059,239,0,17,65,48,370,136,234,93,233,90,199,85,516,138,20,22,52,40,65,62,217,98,88,91
1400000US06073002709,06073002709,"Census Tract 27.09, San Diego County, California",1224,283,22,32,4,8,145,90,144,74,260,94,253,162,158,70,34,34,36,39,91,63,32,37,45,50
1400000US06073002710,06073002710,"Census Tract 27.10, San Diego County, California",1520,226,22,25,18,23,132,85,236,111,376,113,134,107,322,92,15,20,36,43,131,64,86,66,12,20
1400000US06073002711,06073002711,"Census Tract 27.11, San Diego County, California",1289,170,4,10,106,60,44,29,352,133,242,82,103,70,248,85,32,40,11,14,54,41,89,60,4,8
1400000US06073002712,06073002712,"Census Tract 27.12, San Diego County, California",1976,217,12,19,52,49,165,96,520,149,398,119,273,117,194,101,37,47,90,72,106,63,67,73,62,46
1400000US06073002801,06073002801,"Census Tract 28.01, San Diego County, California",1168,272,11,14,79,44,286,100,321,151,265,90,65,58,78,52,0,12,36,33,27,33,0,12,0,12
1400000US06073002803,06073002803,"Census Tract 28.03, San Diego County, California",2594,428,0,17,40,64,460,249,793,296,430,219,191,117,344,167,62,90,49,57,48,38,93,89,84,78
1400000US06073002804,06073002804,"Census Tract 28.04, San Diego County, California",2177,429,62,52,117,79,246,98,464,210,540,139,185,88,219,86,17,20,30,25,171,91,90,56,36,31
1400000US06073002902,06073002902,"Census Tract 29.02, San Diego County, California",3091,325,106,88,256,141,227,116,467,149,656,244,349,161,524,208,70,51,133,109,247,116,26,31,30,35
1400000US06073002903,06073002903,"Census Tract 29.03, San Diego County, California",1974,285,0,12,159,108,227,103,329,146,345,149,135,68,394,124,73,56,29,36,127,85,85,79,71,53
1400000US06073002904,06073002904,"Census Tract 29.04, San Diego County, California",3904,450,61,49,313,131,648,348,954,266,863,240,236,141,353,152,110,98,96,75,108,101,100,99,62,49
1400000US06073002905,06073002905,"Census Tract 29.05, San Diego County, California",2090,362,10,18,167,139,414,194,291,113,397,101,157,94,374,147,21,44,32,44,128,76,46,32,53,59
1400000US06073003001,06073003001,"Census Tract 30.01, San Diego County, California",1833,365,21,25,101,72,269,125,330,192,497,304,157,124,236,102,50,56,52,48,95,116,25,27,0,12
1400000US06073003003,06073003003,"Census Tract 30.03, San Diego County, California",2025,273,0,17,6,9,167,98,351,133,403,186,320,136,436,123,23,28,87,82,137,67,79,51,16,25
1400000US06073003004,06073003004,"Census Tract 30.04, San Diego County, California",1924,267,0,17,47,39,112,65,361,105,449,126,207,105,387,140,8,14,117,72,87,54,103,61,46,37
1400000US06073003101,06073003101,"Census Tract 31.01, San Diego County, California",1549,302,0,12,72,54,89,93,227,112,387,127,179,93,277,120,11,17,22,22,212,149,32,42,41,53
1400000US06073003103,06073003103,"Census Tract 31.03, San Diego County, California",2436,331,13,19,24,24,91,39,172,76,681,186,148,76,585,159,97,76,278,118,158,79,112,58,77,57
1400000US06073003105,06073003105,"Census Tract 31.05, San Diego County, California",1734,242,0,12,22,35,47,37,217,122,322,113,183,111,427,130,136,88,83,60,148,80,149,143,0,12
1400000US06073003107,06073003107,"Census Tract 31.07, San Diego County, California",2749,333,11,19,124,87,131,102,297,121,709,220,136,69,756,201,78,51,209,109,74,60,158,88,66,51
1400000US06073003108,06073003108,"Census Tract 31.08, San Diego County, California",1492,151,0,12,79,54,165,74,324,94,282,94,115,71,182,64,35,21,97,68,91,69,104,49,18,17
1400000US06073003109,06073003109,"Census Tract 31.09, San Diego County, California",1624,168,16,14,27,20,112,56,262,89,334,91,214,81,301,70,45,25,68,41,153,62,54,31,38,71
1400000US06073003111,06073003111,"Census Tract 31.11, San Diego County, California",2356,296,29,29,56,56,233,117,335,125,647,152,221,105,435,125,58,55,127,77,100,59,70,43,45,36
1400000US06073003112,06073003112,"Census Tract 31.12, San Diego County, California",1766,353,0,12,19,21,104,91,186,81,444,137,340,200,412,152,18,19,24,29,117,82,90,69,12,18
1400000US06073003113,06073003113,"Census Tract 31.13, San Diego County, California",2292,239,24,37,0,17,173,157,363,115,416,168,355,106,564,148,46,45,102,69,161,85,68,49,20,19
1400000US06073003114,06073003114,"Census Tract 31.14, San Diego County, California",1599,153,0,12,15,14,123,46,179,57,312,94,214,80,372,80,74,43,114,51,131,55,49,44,16,14
1400000US06073003115,06073003115,"Census Tract 31.15, San Diego County, California",2468,245,0,17,27,29,205,95,348,109,708,150,367,104,465,121,35,38,92,57,125,59,55,41,41,32
1400000US06073003201,06073003201,"Census Tract 32.01, San Diego County, California",2087,266,0,17,27,33,144,79,483,122,361,123,291,101,455,156,42,32,62,55,88,89,38,45,96,90
1400000US06073003202,06073003202,"Census Tract 32.02, San Diego County, California",1927,245,12,19,75,47,159,100,434,168,317,138,170,97,328,103,62,59,235,84,80,58,12,21,43,36
1400000US06073003204,06073003204,"Census Tract 32.04, San Diego County, California",1512,290,17,19,150,93,144,74,368,136,167,80,227,128,116,62,111,77,37,37,106,65,69,62,0,12
1400000US06073003207,06073003207,"Census Tract 32.07, San Diego County, California",3063,398,22,35,40,61,659,242,681,238,554,225,336,130,281,127,77,74,67,79,210,125,92,120,44,42
1400000US06073003208,06073003208,"Census Tract 32.08, San Diego County, California",2606,381,0,17,170,124,196,92,401,175,450,172,262,151,654,212,117,93,57,54,166,119,67,57,66,80
1400000US06073003209,06073003209,"Census Tract 32.09, San Diego County, California",2672,304,9,14,92,72,174,80,505,162,355,114,291,99,613,240,40,39,101,71,278,104,149,82,65,55
1400000US06073003211,06073003211,"Census Tract 32.11, San Diego County, California",1423,179,0,12,16,14,45,33,183,59,331,101,199,89,256,70,38,24,63,45,138,56,97,83,57,31
1400000US06073003212,06073003212,"Census Tract 32.12, San Diego County, California",1438,267,0,12,53,70,139,79,297,103,303,130,34,39,190,96,24,32,164,86,80,49,127,82,27,28
1400000US06073003213,06073003213,"Census Tract 32.13, San Diego County, California",1964,188,0,12,66,52,108,74,222,91,467,123,117,59,427,109,51,43,83,69,148,54,230,157,45,48
1400000US06073003214,06073003214,"Census Tract 32.14, San Diego County, California",2380,228,0,17,83,61,155,75,616,177,575,127,243,107,323,108,39,31,74,53,120,58,101,51,51,49
1400000US06073003301,06073003301,"Census Tract 33.01, San Diego County, California",1034,132,0,12,27,20,127,77,168,69,160,56,183,80,179,72,19,31,75,59,51,42,28,26,17,19
1400000US06073003303,06073003303,"Census Tract 33.03, San Diego County, California",1609,215,0,12,66,50,80,64,256,105,288,153,257,159,359,117,58,42,109,99,76,57,46,43,14,24
1400000US06073003304,06073003304,"Census Tract 33.04, San Diego County, California",1353,203,0,12,69,50,54,32,180,71,315,125,136,55,361,115,5,8,61,47,18,20,113,63,41,30
1400000US06073003305,06073003305,"Census Tract 33.05, San Diego County, California",2084,292,28,32,72,60,236,104,295,115,312,105,205,115,475,120,69,55,116,68,89,65,155,121,32,40
1400000US06073003401,06073003401,"Census Tract 34.01, San Diego County, California",2693,338,18,29,94,67,571,177,482,160,480,173,174,136,598,229,34,34,49,56,112,99,81,67,0,17
1400000US06073003403,06073003403,"Census Tract 34.03, San Diego County, California",1622,280,0,12,21,23,193,82,338,118,420,123,174,119,246,113,9,17,158,122,7,21,17,21,39,45
1400000US06073003404,06073003404,"Census Tract 34.04, San Diego County, California",1794,221,0,12,151,88,291,121,307,114,335,131,116,70,319,119,70,55,16,27,96,63,47,47,46,43
1400000US06073003501,06073003501,"Census Tract 35.01, San Diego County, California",1677,306,18,22,44,30,223,100,232,94,368,122,221,119,322,126,28,29,105,60,72,45,30,32,14,14
1400000US06073003502,06073003502,"Census Tract 35.02, San Diego County, California",1721,263,15,22,54,42,207,109,229,117,387,125,193,95,282,133,35,47,205,111,45,41,29,33,40,37
1400000US06073003601,06073003601,"Census Tract 36.01, San Diego County, California",984,163,0,12,33,29,110,50,187,67,184,78,139,64,200,70,37,33,24,24,28,26,13,20,29,24
1400000US06073003602,06073003602,"Census Tract 36.02, San Diego County, California",1223,133,21,18,61,35,69,41,239,80,195,65,81,41,276,95,54,50,84,49,78,46,52,33,13,15
1400000US06073003603,06073003603,"Census Tract 36.03, San Diego County, California",2013,254,3,7,68,73,99,56,161,91,396,115,371,135,593,191,76,65,28,26,129,67,66,49,23,24
1400000US06073003800,06073003800,"Census Tract 38, San Diego County, California",4608,936,153,112,450,194,879,365,1022,344,753,223,375,240,612,264,0,17,44,49,181,122,110,85,29,61
1400000US06073003901,06073003901,"Census Tract 39.01, San Diego County, California",1424,156,0,12,37,31,152,58,204,70,274,85,165,83,345,98,7,12,64,40,85,39,74,49,17,14
1400000US06073003902,06073003902,"Census Tract 39.02, San Diego County, California",1620,246,0,12,125,93,203,82,231,120,354,129,240,107,244,100,31,28,55,52,107,71,9,15,21,25
1400000US06073004000,06073004000,"Census Tract 40, San Diego County, California",2139,317,0,17,77,60,354,173,633,214,172,125,88,74,246,110,0,17,142,92,121,88,210,116,96,94
1400000US06073004100,06073004100,"Census Tract 41, San Diego County, California",3451,417,16,26,430,175,381,176,783,275,396,150,207,129,501,242,74,65,148,118,148,91,222,135,145,124
1400000US06073004200,06073004200,"Census Tract 42, San Diego County, California",3211,395,0,17,227,130,516,189,766,238,610,188,409,214,309,107,30,34,57,48,243,120,37,47,7,13
1400000US06073004300,06073004300,"Census Tract 43, San Diego County, California",2008,225,5,8,71,41,396,125,390,140,339,111,200,112,287,111,40,30,85,65,87,49,91,84,17,18
1400000US06073004400,06073004400,"Census Tract 44, San Diego County, California",2225,305,6,10,99,63,467,179,430,118,527,136,135,75,259,94,10,16,99,80,138,82,48,35,7,10
1400000US06073004501,06073004501,"Census Tract 45.01, San Diego County, California",1518,189,27,31,135,71,289,121,159,69,123,60,101,57,262,101,32,38,77,42,191,92,95,71,27,26
1400000US06073004600,06073004600,"Census Tract 46, San Diego County, California",1195,126,44,39,141,64,179,76,253,95,231,101,41,42,126,67,19,22,42,32,67,43,20,27,32,32
1400000US06073004700,06073004700,"Census Tract 47, San Diego County, California",863,112,30,25,97,54,140,51,160,47,60,41,65,39,116,53,2,3,26,24,43,35,41,26,83,57
1400000US06073004800,06073004800,"Census Tract 48, San Diego County, California",1472,224,0,12,64,43,291,105,240,81,366,124,67,70,183,94,0,12,0,12,101,74,37,38,123,72
1400000US06073004900,06073004900,"Census Tract 49, San Diego County, California",1996,253,12,18,106,65,338,137,410,131,305,109,275,138,242,100,18,29,124,101,64,49,72,58,30,32
1400000US06073005000,06073005000,"Census Tract 50, San Diego County, California",806,137,53,43,117,51,91,39,77,48,128,48,54,32,183,77,7,11,23,25,11,14,54,33,8,12
1400000US06073005100,06073005100,"Census Tract 51, San Diego County, California",2686,366,39,36,238,118,305,128,350,154,633,216,143,100,517,186,39,49,94,120,152,95,112,84,64,52
1400000US06073005200,06073005200,"Census Tract 52, San Diego County, California",2667,333,0,17,170,86,586,202,499,170,378,143,142,95,389,175,64,74,43,49,208,112,76,56,112,94
1400000US06073005300,06073005300,"Census Tract 53, San Diego County, California",2083,290,45,56,273,157,452,169,490,178,238,102,68,60,185,110,84,75,37,58,104,75,53,45,54,64
1400000US06073005400,06073005400,"Census Tract 54, San Diego County, California",4687,538,63,77,572,282,1069,288,819,289,631,217,144,105,578,235,153,154,131,110,190,141,213,132,124,111
1400000US06073005500,06073005500,"Census Tract 55, San Diego County, California",83,29,0,12,47,31,9,19,27,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06073005600,06073005600,"Census Tract 56, San Diego County, California",2369,304,128,160,210,128,550,219,530,188,253,92,169,100,159,80,84,64,86,64,118,99,24,39,58,59
1400000US06073005700,06073005700,"Census Tract 57, San Diego County, California",844,145,23,31,102,45,251,103,121,57,141,48,65,31,65,38,0,12,12,13,4,9,27,24,33,43
1400000US06073005800,06073005800,"Census Tract 58, San Diego County, California",1654,242,40,30,202,102,277,111,208,79,267,89,181,81,273,124,55,39,51,48,61,51,9,14,30,26
1400000US06073005900,06073005900,"Census Tract 59, San Diego County, California",1949,297,61,62,96,59,518,152,396,111,307,114,84,56,220,107,61,57,83,65,86,52,28,25,9,15
1400000US06073006000,06073006000,"Census Tract 60, San Diego County, California",2041,307,0,12,301,143,367,164,486,143,212,136,87,73,432,157,37,55,34,38,66,58,19,25,0,12
1400000US06073006100,06073006100,"Census Tract 61, San Diego County, California",1282,229,41,48,117,60,461,211,230,102,196,111,30,30,63,44,22,26,6,10,104,67,12,19,0,12
1400000US06073006200,06073006200,"Census Tract 62, San Diego County, California",22,16,0,12,14,21,0,12,0,12,0,12,8,17,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06073006300,06073006300,"Census Tract 63, San Diego County, California",1020,602,233,297,390,352,85,79,192,136,20,35,22,37,33,25,0,12,8,17,15,33,22,37,0,12
1400000US06073006500,06073006500,"Census Tract 65, San Diego County, California",1311,212,60,50,129,111,359,158,324,140,168,65,32,35,94,56,37,41,37,38,55,45,0,12,16,21
1400000US06073006600,06073006600,"Census Tract 66, San Diego County, California",629,61,36,29,71,38,137,43,167,50,113,51,16,16,45,27,6,9,0,12,10,11,18,17,10,13
1400000US06073006801,06073006801,"Census Tract 68.01, San Diego County, California",1237,194,36,42,124,69,197,87,254,102,252,104,103,58,154,79,8,12,15,17,33,38,40,34,21,23
1400000US06073006802,06073006802,"Census Tract 68.02, San Diego County, California",2971,429,29,37,277,163,370,188,784,281,647,264,70,75,615,325,20,30,10,19,101,81,0,17,48,58
1400000US06073006900,06073006900,"Census Tract 69, San Diego County, California",2664,503,48,63,343,211,538,251,525,171,587,192,143,90,221,174,41,42,28,24,53,49,13,23,124,92
1400000US06073007002,06073007002,"Census Tract 70.02, San Diego County, California",1202,147,25,37,90,63,227,89,285,84,202,75,92,46,63,45,81,53,14,17,55,38,23,25,45,33
1400000US06073007100,06073007100,"Census Tract 71, San Diego County, California",1729,342,30,31,95,70,225,125,435,221,274,108,101,61,284,145,28,33,87,72,131,78,13,22,26,33
1400000US06073007200,06073007200,"Census Tract 72, San Diego County, California",2008,188,117,70,247,95,302,102,483,153,288,89,135,58,242,94,37,31,61,48,67,52,20,22,9,14
1400000US06073007301,06073007301,"Census Tract 73.01, San Diego County, California",2777,401,92,81,202,102,399,143,661,207,599,195,296,119,273,129,12,19,61,46,83,77,45,47,54,53
1400000US06073007302,06073007302,"Census Tract 73.02, San Diego County, California",973,133,18,17,140,84,153,61,173,57,168,62,59,34,170,56,11,13,42,45,22,19,8,9,9,13
1400000US06073007400,06073007400,"Census Tract 74, San Diego County, California",3588,352,92,84,279,114,664,208,959,216,518,170,367,130,343,155,38,36,99,94,94,69,135,113,0,17
1400000US06073007501,06073007501,"Census Tract 75.01, San Diego County, California",2586,373,36,39,101,84,625,278,524,164,440,160,199,124,337,152,64,100,42,38,171,80,30,33,17,27
1400000US06073007502,06073007502,"Census Tract 75.02, San Diego County, California",2056,281,7,10,204,108,258,97,329,119,619,189,112,61,228,103,66,51,119,79,60,55,24,27,30,38
1400000US06073007600,06073007600,"Census Tract 76, San Diego County, California",2431,459,49,39,251,217,257,126,534,151,571,245,184,101,212,102,184,136,17,26,91,79,64,53,17,28
1400000US06073007701,06073007701,"Census Tract 77.01, San Diego County, California",2291,294,0,12,197,132,187,132,545,223,539,157,75,61,434,190,38,38,125,128,100,90,42,51,9,15
1400000US06073007702,06073007702,"Census Tract 77.02, San Diego County, California",2471,338,31,38,162,134,212,103,545,194,753,284,59,62,353,208,12,20,120,83,102,91,82,81,40,50
1400000US06073007800,06073007800,"Census Tract 78, San Diego County, California",3669,490,35,42,235,226,717,317,961,279,870,240,175,110,427,175,46,46,97,89,35,39,0,17,71,79
1400000US06073007903,06073007903,"Census Tract 79.03, San Diego County, California",3334,490,0,12,500,262,278,97,761,224,666,220,124,97,426,208,220,124,25,38,171,110,163,137,0,12
1400000US06073007905,06073007905,"Census Tract 79.05, San Diego County, California",1542,244,30,47,145,87,176,112,312,130,246,142,101,52,252,99,1,2,41,31,197,126,31,47,10,16
1400000US06073007907,06073007907,"Census Tract 79.07, San Diego County, California",2179,297,52,42,129,138,144,88,438,151,562,158,227,173,410,165,65,44,62,77,65,57,25,39,0,12
1400000US06073007908,06073007908,"Census Tract 79.08, San Diego County, California",2042,293,27,28,86,69,134,60,464,133,463,127,265,109,322,120,0,12,44,37,176,126,23,35,38,35
1400000US06073007910,06073007910,"Census Tract 79.10, San Diego County, California",2115,291,36,29,142,129,138,78,428,167,488,157,164,94,457,168,100,71,65,48,78,53,19,32,0,12
1400000US06073008002,06073008002,"Census Tract 80.02, San Diego County, California",1452,192,0,12,105,70,114,71,246,91,468,121,95,51,238,96,29,29,78,57,44,51,35,39,0,12
1400000US06073008003,06073008003,"Census Tract 80.03, San Diego County, California",2328,323,53,41,169,94,262,119,219,86,715,236,285,159,404,133,37,28,26,24,75,69,69,75,14,21
1400000US06073008006,06073008006,"Census Tract 80.06, San Diego County, California",2386,281,92,59,158,91,168,89,238,106,570,198,293,117,616,213,16,17,102,61,95,71,0,12,38,27
1400000US06073008101,06073008101,"Census Tract 81.01, San Diego County, California",1562,313,46,32,64,43,92,50,390,179,594,166,99,76,138,72,38,34,22,25,62,66,0,12,17,28
1400000US06073008102,06073008102,"Census Tract 81.02, San Diego County, California",1380,162,61,49,211,106,177,75,80,44,284,100,175,78,180,67,34,25,41,45,65,48,19,22,53,45
1400000US06073008200,06073008200,"Census Tract 82, San Diego County, California",1026,186,24,28,95,48,78,39,240,93,228,90,76,69,167,57,14,16,5,8,30,31,43,46,26,38
1400000US06073008301,06073008301,"Census Tract 83.01, San Diego County, California",917,218,41,50,120,110,67,50,174,84,217,100,84,50,112,83,74,69,0,12,0,12,0,12,28,36
1400000US06073008303,06073008303,"Census Tract 83.03, San Diego County, California",1214,199,47,39,130,66,216,76,138,71,336,136,49,40,208,79,8,12,0,12,15,16,30,23,37,32
1400000US06073008305,06073008305,"Census Tract 83.05, San Diego County, California",1019,111,25,27,66,34,171,68,306,95,190,60,17,16,172,50,10,11,28,24,0,12,10,11,24,18
1400000US06073008306,06073008306,"Census Tract 83.06, San Diego County, California",1310,184,8,13,74,43,311,123,396,111,248,91,78,47,137,65,8,12,0,12,8,13,23,25,19,22
1400000US06073008307,06073008307,"Census Tract 83.07, San Diego County, California",1527,186,15,17,92,58,342,106,379,101,335,97,137,62,145,79,26,33,33,42,11,16,0,12,12,18
1400000US06073008310,06073008310,"Census Tract 83.10, San Diego County, California",2065,390,66,84,197,149,189,97,278,129,479,164,157,95,527,247,48,44,34,33,74,94,0,17,16,26
1400000US06073008311,06073008311,"Census Tract 83.11, San Diego County, California",934,134,0,12,58,34,163,71,210,78,251,73,51,38,121,52,10,15,10,16,40,37,0,12,20,25
1400000US06073008312,06073008312,"Census Tract 83.12, San Diego County, California",1452,182,79,56,253,117,197,82,229,77,310,101,74,49,184,70,43,47,20,24,0,12,40,44,23,27
1400000US06073008313,06073008313,"Census Tract 83.13, San Diego County, California",833,98,30,31,113,48,168,45,205,50,159,51,54,25,64,33,0,12,0,12,4,6,6,8,30,21
1400000US06073008324,06073008324,"Census Tract 83.24, San Diego County, California",2923,345,68,54,266,122,464,157,554,192,555,169,290,133,518,219,12,19,14,22,71,79,11,20,100,83
1400000US06073008327,06073008327,"Census Tract 83.27, San Diego County, California",2707,303,78,79,329,123,277,156,525,206,936,220,220,88,240,120,48,54,0,17,39,38,15,25,0,17
1400000US06073008328,06073008328,"Census Tract 83.28, San Diego County, California",1882,157,11,16,120,69,238,97,341,99,490,114,187,76,345,112,15,19,30,35,11,17,59,48,35,48
